q1,q2,q3,q4,q5,q6,index,obj,alpha_6,a_6,theta_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,a_3,alpha_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
106.132,5.558,90.309,-180.000,-89.756,-52.848,theta_4,-4.302,-0.675,0.456,0.348,-0.064,-2.136,-0.451,-4.324,1.273,0.577,1.471,4.601,-0.014,0.300,0.040,0.002,-0.033,-0.015,-0.005,0.007,-0.003,-0.022,0.001,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.904,5.093,126.785,-32.819,101.591,26.262,alpha_3,-12.312,-0.155,-0.045,-0.059,-0.194,0.292,0.038,0.419,-0.045,0.108,-0.005,0.178,0.037,1.700,-0.002,0.000,0.016,0.001,-0.000,0.000,0.009,0.000,-0.000,-0.000,-0.000
105.952,5.067,143.172,-71.382,69.850,328.346,alpha_3,-10.421,0.195,0.044,0.058,-0.326,-0.288,-0.099,0.050,0.101,-0.179,-0.010,-0.339,-0.022,1.416,0.001,0.000,-0.025,0.002,0.000,0.001,-0.014,-0.003,-0.001,0.000,-0.000
105.952,5.139,122.807,-25.208,109.210,360.000,alpha_3,-9.639,0.287,0.077,0.101,-0.298,0.450,0.084,0.698,-0.088,0.087,-0.024,0.244,0.088,2.291,-0.006,-0.000,0.011,0.000,0.000,0.000,-0.000,-0.002,0.001,-0.000,-0.000
105.929,5.083,127.701,-32.316,81.639,-73.549,alpha_3,-9.614,-0.276,0.163,0.213,-0.216,-0.080,-0.021,0.524,-0.047,0.065,0.095,0.539,-0.023,-1.581,-0.000,0.000,-0.015,0.001,0.001,0.001,-0.010,-0.001,-0.000,-0.000,-0.000
105.779,4.827,146.145,-73.542,95.318,-314.096,alpha_3,-9.232,-0.632,0.093,0.122,-0.012,0.159,0.011,-0.059,0.028,-0.220,-0.075,-0.315,0.040,-1.733,0.015,-0.001,0.041,0.000,0.002,0.001,0.033,0.001,-0.002,-0.000,-0.000
105.787,4.813,147.403,-75.648,95.728,47.816,alpha_3,-9.040,-0.663,0.129,0.169,-0.001,0.162,0.012,-0.076,0.029,-0.291,-0.091,-0.373,0.054,-1.900,0.014,-0.001,0.043,-0.000,0.002,0.001,0.032,0.001,-0.002,0.000,-0.000
105.824,4.904,145.699,-73.610,96.038,-302.869,alpha_3,-8.769,-0.731,0.016,0.020,-0.015,0.186,0.014,-0.050,0.032,-0.142,-0.083,-0.324,0.041,-1.635,0.009,-0.001,0.030,0.000,0.002,0.001,0.025,0.001,-0.001,0.000,-0.000
105.486,4.358,151.490,-83.242,103.096,63.762,alpha_3,-7.770,-0.748,0.109,0.143,-0.054,0.299,0.039,-0.093,0.059,-0.471,-0.146,-0.646,0.088,-2.318,0.042,-0.004,0.054,0.002,0.007,0.003,0.052,0.005,-0.006,0.000,-0.000
105.291,3.826,154.870,-86.392,107.673,360.000,alpha_3,-7.218,-0.044,0.246,0.322,-0.096,0.294,0.061,-0.158,0.074,-0.769,-0.164,-0.895,0.116,-2.592,0.046,-0.006,0.068,0.005,0.013,0.002,0.078,0.011,-0.009,0.000,-0.000
105.054,3.715,155.000,-92.847,119.648,316.066,alpha_3,-6.179,0.376,-0.206,-0.270,-0.213,0.594,0.152,-0.316,0.164,-0.401,-0.221,-1.160,0.107,-2.287,0.036,-0.009,0.043,0.014,0.015,-0.002,0.067,0.028,-0.011,0.000,-0.000
106.234,4.784,121.558,-25.107,54.419,-253.623,alpha_3,-3.490,0.473,1.545,2.022,-0.472,-0.268,-0.155,1.100,-0.098,-0.033,0.150,1.533,-0.024,-1.867,0.004,0.004,-0.046,0.008,0.005,0.011,-0.026,-0.022,-0.002,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.910,5.160,-13.556,70.000,135.414,103.927,a_3,-3.360,-0.252,-0.430,-0.563,-0.389,3.263,0.617,-0.464,0.471,0.596,-0.069,-0.248,1.874,1.548,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
105.910,5.160,-19.427,70.000,136.900,-258.889,a_3,-3.316,-0.249,-0.450,-0.589,-0.405,3.260,0.624,-0.876,0.568,0.826,-0.070,-0.528,1.898,1.400,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
105.907,5.160,-11.151,68.754,134.538,97.625,a_3,-3.316,-0.256,-0.350,-0.458,-0.386,3.262,0.608,-0.455,0.453,0.585,-0.059,-0.286,1.862,1.669,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000
105.910,5.163,-10.717,70.000,147.096,-226.542,a_3,-3.256,0.050,-0.795,-1.040,-0.562,3.251,0.705,-0.156,0.422,0.486,-0.082,0.343,1.860,1.431,0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000
105.910,5.160,-22.629,69.995,157.151,-254.680,a_3,-3.256,0.091,-0.543,-0.711,-0.716,3.247,0.736,-1.152,0.619,0.952,-0.083,-0.392,1.910,1.200,-0.000,-0.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000
105.898,5.192,-6.510,68.952,160.265,-244.786,a_3,-3.176,0.251,-0.578,-0.757,-0.805,3.241,0.753,-0.184,0.371,0.390,-0.066,0.246,1.837,1.656,0.004,-0.000,-0.004,-0.001,-0.000,-0.000,0.000,0.001,-0.000,-0.000,-0.000
105.910,5.159,-10.917,64.817,138.148,-278.937,a_3,-3.159,-0.183,-0.197,-0.258,-0.459,3.259,0.629,-0.862,0.517,0.837,-0.036,-0.608,1.859,1.810,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000
105.911,5.158,-4.971,70.000,160.832,69.623,a_3,-3.148,0.297,0.151,0.198,-0.838,3.236,0.752,-0.105,0.331,0.259,-0.043,-0.432,1.827,1.998,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000
105.912,5.160,-14.906,65.029,142.932,74.319,a_3,-3.115,-0.122,-0.121,-0.159,-0.531,3.249,0.658,-1.142,0.579,0.977,-0.032,-0.813,1.877,1.716,0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000
105.910,5.160,-22.494,68.142,146.450,72.776,a_3,-3.114,-0.111,-0.101,-0.133,-0.569,3.237,0.676,-1.423,0.651,1.065,-0.044,-1.029,1.904,1.464,-0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000
105.910,5.160,-5.075,69.990,160.356,-297.472,a_3,-3.111,0.319,0.255,0.333,-0.832,3.237,0.751,-0.129,0.333,0.264,-0.040,-0.544,1.827,2.039,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,0.000,-0.000
105.910,5.160,-15.685,62.061,150.388,-276.368,a_3,-3.091,0.001,-0.300,-0.393,-0.647,3.221,0.690,-1.280,0.639,1.206,-0.030,-0.602,1.882,1.597,0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
105.911,5.151,-21.076,70.000,139.923,88.562,a_3,-3.051,-0.224,-0.300,-0.392,-0.457,3.277,0.643,-1.113,0.596,0.896,-0.062,-0.776,1.901,1.432,-0.001,0.000,0.035,0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
95.905,-90.000,97.291,69.929,144.695,-248.549,theta_3,-7.848,-0.803,0.555,0.424,-0.210,1.437,0.275,0.366,0.073,-2.420,-0.186,-1.781,0.564,1.170,-10.593,-0.152,-0.242,0.181,0.542,-0.110,-0.040,0.476,-0.043,0.000,-0.000
95.893,-90.000,96.783,69.998,147.307,116.103,theta_3,-7.842,-0.800,0.449,0.343,-0.235,1.462,0.291,0.357,0.078,-2.401,-0.192,-1.833,0.564,1.182,-10.608,-0.152,-0.242,0.189,0.539,-0.111,-0.038,0.480,-0.043,0.000,-0.000
95.902,-90.000,97.647,70.000,141.890,-257.056,theta_3,-7.838,-0.775,0.718,0.549,-0.186,1.420,0.259,0.351,0.068,-2.445,-0.180,-1.772,0.584,1.164,-10.590,-0.152,-0.239,0.168,0.542,-0.110,-0.028,0.477,-0.043,0.000,-0.000
96.052,-90.000,98.187,70.000,139.615,99.527,theta_3,-7.824,-0.767,0.791,0.604,-0.167,1.382,0.243,0.353,0.063,-2.459,-0.173,-1.704,0.558,1.150,-10.575,-0.150,-0.253,0.187,0.547,-0.108,-0.038,0.464,-0.043,-0.000,-0.000
95.713,-89.999,96.782,70.000,144.907,100.887,theta_3,-7.807,-0.733,0.719,0.549,-0.216,1.501,0.286,0.310,0.079,-2.434,-0.190,-1.955,0.664,1.194,-10.638,-0.154,-0.218,0.136,0.525,-0.115,0.023,0.502,-0.044,0.000,-0.000
95.947,-90.000,97.118,69.967,150.184,129.185,theta_3,-7.791,-0.815,0.187,0.143,-0.261,1.406,0.294,0.385,0.075,-2.373,-0.189,-1.734,0.472,1.168,-10.588,-0.152,-0.278,0.227,0.549,-0.109,-0.095,0.468,-0.042,-0.000,-0.000
95.806,-90.000,97.358,68.264,139.447,-269.510,theta_3,-7.769,-0.737,0.869,0.664,-0.147,1.548,0.274,0.208,0.092,-2.359,-0.206,-1.901,0.623,1.182,-10.632,-0.153,-0.247,0.160,0.529,-0.114,0.005,0.494,-0.044,0.000,-0.000
95.937,-90.000,98.273,70.000,136.789,83.195,theta_3,-7.746,-0.656,1.001,0.765,-0.142,1.382,0.231,0.261,0.062,-2.456,-0.172,-1.774,0.575,1.157,-10.601,-0.151,-0.267,0.178,0.539,-0.111,-0.023,0.477,-0.043,0.000,-0.000
95.510,-90.000,94.948,70.000,156.436,-227.745,theta_3,-7.740,-0.749,0.044,0.034,-0.321,1.532,0.341,0.274,0.099,-2.287,-0.215,-1.986,0.508,1.221,-10.650,-0.157,-0.256,0.201,0.532,-0.116,-0.085,0.508,-0.044,0.000,-0.000
96.137,-90.000,100.544,70.000,135.497,77.872,theta_3,-7.705,-0.572,1.075,0.821,-0.153,1.251,0.202,0.313,0.039,-2.528,-0.140,-1.669,0.567,1.115,-10.585,-0.148,-0.313,0.183,0.543,-0.108,-0.007,0.464,-0.042,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.910,5.160,-22.391,106.859,76.928,337.827,beta_3,-21.215,-0.017,-0.297,-0.227,-0.036,-0.840,-0.199,0.064,0.006,0.435,-0.003,-0.085,-0.291,1.959,0.000,-0.000,-6.928,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000
105.910,5.160,-21.269,104.082,78.268,-27.375,beta_3,-21.201,-0.074,-0.295,-0.225,-0.019,-0.884,-0.183,-0.011,0.032,0.393,-0.015,-0.163,-0.282,1.955,-0.000,-0.000,-6.946,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000
105.909,5.158,-27.198,112.366,65.042,-340.579,beta_3,-21.031,0.236,-0.037,-0.028,-0.109,-0.690,-0.357,0.174,-0.005,0.415,0.003,-0.035,-0.206,1.975,-0.000,-0.000,-6.742,0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000
105.910,5.159,-23.410,103.727,70.268,324.000,beta_3,-20.784,-0.132,-0.427,-0.326,-0.061,-1.444,-0.303,-0.023,0.071,0.565,-0.033,-0.366,-0.357,1.953,-0.000,-0.000,-7.923,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000
105.910,5.160,-19.455,99.517,56.120,-321.604,beta_3,-20.610,0.375,-0.060,-0.046,-0.169,-0.967,-0.506,0.099,0.076,0.322,-0.033,-0.233,-0.296,1.948,-0.000,-0.000,-6.994,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000
105.910,5.160,-28.530,95.274,74.628,-88.927,beta_3,-20.388,-0.558,0.071,0.054,0.041,-1.812,-0.253,-0.023,0.292,0.110,-0.110,-0.329,-0.299,1.964,-0.000,-0.000,-8.274,0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000
105.910,5.160,-20.947,94.990,72.447,-75.174,beta_3,-20.356,-0.426,-0.150,-0.115,-0.018,-1.823,-0.281,0.178,0.174,0.345,-0.068,-0.131,-0.605,1.941,0.000,0.000,-8.323,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
105.910,5.161,-29.968,104.165,65.805,-88.299,beta_3,-20.236,-0.514,-0.097,-0.074,-0.065,-2.066,-0.364,0.418,0.164,0.581,-0.081,-0.047,-0.466,1.960,0.000,-0.000,-8.926,-0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000
105.904,5.159,-29.646,99.473,66.628,276.147,beta_3,-20.208,-0.520,-0.034,-0.026,-0.041,-2.111,-0.365,0.075,0.238,0.336,-0.099,-0.345,-0.344,1.959,-0.001,-0.000,-8.852,0.000,0.000,-0.000,0.000,0.001,0.000,-0.000,-0.000
105.910,5.160,-18.707,96.884,54.816,-300.966,beta_3,-20.097,0.386,0.214,0.163,-0.164,-0.829,-0.530,0.237,0.107,0.213,-0.045,-0.000,-0.335,1.947,-0.000,-0.000,-6.705,0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
163.961,-90.000,14.735,135.668,61.976,291.456,alpha_2,-2.807,-0.822,0.141,0.108,0.506,1.658,0.635,0.148,-0.083,-0.782,-0.464,-1.512,-2.226,1.487,-5.698,0.929,-8.995,8.251,0.928,0.864,0.136,0.249,-0.261,0.000,-0.000
163.319,-90.000,19.817,132.741,66.341,-86.250,alpha_2,-2.807,-0.910,0.069,0.053,0.481,1.814,0.685,0.422,-0.090,-0.727,-0.433,-1.073,-2.669,1.481,-5.814,0.922,-8.775,8.228,0.922,0.877,0.148,0.215,-0.249,-0.000,-0.000
162.042,-90.000,20.473,131.977,68.172,-77.875,alpha_2,-2.806,-0.841,0.083,0.064,0.482,1.825,0.685,0.225,-0.066,-0.834,-0.433,-1.180,-2.663,1.495,-6.020,0.906,-8.525,8.150,0.915,0.874,0.152,0.173,-0.228,-0.000,-0.000
164.827,-90.000,10.008,138.697,55.041,307.606,alpha_2,-2.804,-0.742,0.220,0.168,0.510,1.483,0.560,-0.050,-0.083,-0.800,-0.489,-1.944,-1.758,1.486,-5.545,0.938,-9.255,8.326,0.930,0.880,0.128,0.265,-0.277,-0.000,-0.000
162.329,-90.000,22.050,143.036,58.632,-43.450,alpha_2,-2.803,-0.319,0.311,0.238,0.315,2.220,0.689,0.384,-0.174,-0.619,-0.245,-0.930,-2.854,1.482,-5.950,0.909,-8.594,8.167,0.920,0.865,0.128,0.194,-0.236,-0.000,-0.000
162.995,-90.000,21.115,127.143,66.026,246.196,alpha_2,-2.803,-1.222,0.222,0.169,0.535,1.699,0.653,0.644,-0.045,-0.750,-0.492,-0.933,-2.807,1.477,-5.842,0.917,-8.737,8.204,0.924,0.864,0.125,0.218,-0.247,0.000,-0.000
163.878,-90.000,14.035,124.246,62.309,-107.187,alpha_2,-2.799,-1.336,0.377,0.288,0.638,1.203,0.563,0.242,0.048,-0.963,-0.618,-1.599,-2.137,1.489,-5.652,0.925,-9.195,8.310,0.927,0.885,0.086,0.232,-0.268,0.000,-0.000
163.307,-90.000,23.794,125.471,60.321,220.788,alpha_2,-2.796,-1.382,0.557,0.426,0.514,1.727,0.598,0.985,-0.060,-0.650,-0.478,-0.666,-3.031,1.465,-5.793,0.920,-8.776,8.271,0.919,0.898,0.131,0.198,-0.253,0.000,-0.000
165.274,-90.000,16.575,123.891,59.022,-130.664,alpha_2,-2.795,-1.442,0.610,0.466,0.612,1.398,0.556,0.716,0.004,-0.862,-0.594,-1.143,-2.455,1.465,-5.499,0.945,-9.152,8.315,0.933,0.867,0.150,0.290,-0.281,0.000,-0.000
160.652,-90.000,28.441,138.405,69.253,302.354,alpha_2,-2.793,-0.353,0.155,0.118,0.283,2.407,0.755,0.417,-0.147,-0.813,-0.215,-0.520,-3.286,1.472,-6.278,0.891,-7.901,8.005,0.909,0.853,0.194,0.140,-0.200,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
109.583,-25.058,152.193,-38.229,93.720,164.416,a_2,-1.678,-1.234,0.084,0.065,0.001,0.317,0.068,0.160,0.017,-0.441,-0.018,0.117,-0.320,-0.138,-1.174,0.062,-0.147,0.115,0.486,0.003,-0.001,0.010,0.015,0.000,-0.000
109.132,-31.961,152.681,-30.000,85.874,-235.737,a_2,-1.515,-1.106,0.872,0.666,0.009,0.318,0.048,0.138,0.014,-0.712,0.012,0.211,-0.446,-0.188,-1.700,0.054,-0.193,0.127,0.578,0.002,-0.004,0.007,0.015,0.000,-0.000
103.414,32.173,90.156,-31.497,84.968,-19.599,a_2,-1.163,0.007,0.129,0.098,0.000,0.121,0.034,-0.022,0.006,-0.539,-0.014,-0.014,0.085,0.240,1.413,0.043,-1.224,-0.304,0.423,-0.016,-0.006,0.069,0.008,0.000,-0.000
103.253,24.490,100.885,-28.900,92.618,-22.905,a_2,-1.138,-0.119,0.218,0.166,0.116,0.132,0.055,-0.097,-0.010,-0.128,-0.111,-0.322,0.279,0.208,0.849,0.046,-0.811,-0.215,0.314,-0.016,0.004,0.074,0.006,0.000,-0.000
102.522,38.049,75.408,-15.496,81.119,360.000,a_2,-1.055,-0.134,-0.328,-0.250,0.114,0.125,0.025,-0.107,-0.013,-0.381,-0.136,-0.352,0.474,0.326,1.929,0.058,-1.456,-0.400,0.503,-0.021,-0.001,0.094,0.009,0.000,-0.000
103.032,43.101,67.718,-16.336,74.419,-360.000,a_2,-1.015,-0.023,-0.346,-0.264,0.028,0.072,0.011,-0.038,-0.001,-0.770,-0.077,-0.115,0.329,0.345,2.420,0.049,-1.872,-0.452,0.561,-0.019,-0.006,0.079,0.009,-0.000,-0.000
102.681,41.032,74.476,-12.162,94.430,208.245,a_2,-0.987,0.785,0.620,0.474,0.235,0.128,0.080,0.621,-0.037,-0.482,-0.225,0.147,0.328,0.308,2.213,0.055,-1.565,-0.430,0.538,-0.021,0.018,0.089,0.010,-0.000,-0.000
102.721,37.745,71.478,4.234,86.331,-13.046,a_2,-0.980,-0.425,-0.066,-0.050,0.375,-0.014,0.025,-0.080,-0.108,-0.283,-0.385,-0.802,0.467,0.358,1.904,0.055,-1.672,-0.386,0.498,-0.021,0.022,0.089,0.009,-0.000,-0.000
103.191,32.904,87.225,-12.908,103.573,244.649,a_2,-0.973,0.421,1.002,0.766,0.311,0.076,0.139,0.566,-0.062,-0.313,-0.288,-0.154,0.184,0.264,1.476,0.047,-1.267,-0.319,0.434,-0.018,-0.005,0.075,0.008,0.000,-0.000
102.783,36.740,72.852,10.259,92.726,332.983,a_2,-0.972,-0.499,0.244,0.186,0.485,-0.009,0.081,0.058,-0.166,-0.170,-0.480,-0.868,0.477,0.355,1.808,0.054,-1.618,-0.376,0.485,-0.020,-0.001,0.086,0.009,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
249.737,-45.000,-12.669,143.938,73.510,13.451,theta_2,-9.650,0.082,-0.609,-0.465,-0.069,-1.033,-0.450,-0.204,0.075,0.477,0.004,-0.272,4.528,1.266,9.689,-0.172,-3.612,1.868,-0.313,16.064,-0.004,0.006,0.010,0.000,-0.000
249.627,-43.944,-7.640,101.946,66.824,151.517,theta_2,-9.559,0.911,-0.097,-0.074,-0.339,-0.902,-0.449,-0.344,0.633,-0.261,0.247,0.268,4.352,1.358,9.833,-0.160,-3.906,1.866,-0.297,16.073,0.001,0.001,0.004,-0.000,-0.000
249.823,-45.000,-19.689,86.573,58.464,-248.224,theta_2,-9.362,1.334,-1.151,-0.879,-0.761,-0.577,-0.328,-2.128,0.940,-0.453,0.673,-0.887,4.600,1.152,9.390,-0.170,-3.168,1.856,-0.325,16.030,0.007,0.019,0.049,0.000,-0.000
249.738,-45.000,-4.260,71.465,81.392,191.505,theta_2,-9.344,1.468,0.262,0.200,-0.721,-0.493,-0.209,-2.120,1.000,-0.420,0.709,-0.678,4.098,1.375,8.646,-0.167,-3.671,1.853,-0.352,15.906,0.006,0.010,0.141,-0.000,-0.000
249.701,-45.000,-75.130,-45.710,-87.470,173.070,theta_2,-9.248,0.443,-0.057,-0.044,-0.826,0.298,-0.023,5.053,-0.963,0.658,1.167,-0.470,4.073,0.224,9.028,-0.164,-0.303,1.868,-0.338,15.974,0.022,0.007,0.094,0.000,-0.000
249.847,-45.000,-17.385,81.866,57.662,-279.068,theta_2,-9.247,1.060,-1.409,-1.076,-0.817,-0.521,-0.298,-2.474,0.992,-0.401,0.741,-1.190,4.461,1.178,8.905,-0.173,-3.139,1.842,-0.343,15.953,-0.009,0.020,0.110,0.000,-0.000
249.749,-45.000,-8.840,64.505,92.314,305.579,theta_2,-9.233,0.754,0.902,0.689,-0.906,-0.329,-0.159,-2.691,1.042,-0.440,0.908,-1.002,4.191,1.308,8.599,-0.163,-3.447,1.856,-0.354,15.901,0.030,0.015,0.147,0.000,-0.000
249.695,-45.000,-73.486,-48.899,-81.523,187.820,theta_2,-9.228,0.488,-0.433,-0.331,-0.827,0.407,0.021,5.193,-1.000,0.699,1.179,-0.293,4.333,0.257,9.651,-0.170,-0.461,1.873,-0.314,16.059,-0.003,0.001,0.015,0.000,-0.000
249.692,-45.000,-72.305,-52.747,-79.962,-168.847,theta_2,-9.219,0.553,-0.506,-0.386,-0.870,0.409,0.023,5.181,-1.012,0.725,1.139,-0.321,4.395,0.276,9.738,-0.170,-0.531,1.875,-0.311,16.070,-0.000,0.001,0.003,-0.000,-0.000
249.824,-45.000,-8.072,79.830,60.670,-252.129,theta_2,-9.215,1.191,-1.205,-0.921,-0.722,-0.525,-0.327,-2.384,1.005,-0.273,0.653,-1.239,4.122,1.312,8.280,-0.168,-3.382,1.836,-0.366,15.836,0.005,0.021,0.187,0.000,-0.000
249.762,-45.000,-4.948,87.486,62.236,-273.027,theta_2,-9.135,0.808,-1.287,-0.983,-0.585,-0.530,-0.379,-2.462,0.988,-0.076,0.513,-1.650,3.905,1.347,7.590,-0.163,-3.300,1.828,-0.389,15.679,0.016,0.016,0.269,0.000,-0.000
249.109,-45.000,-29.866,140.110,66.006,36.368,theta_2,-9.130,0.218,-0.930,-0.710,-0.218,-0.996,-0.526,-1.166,0.430,0.172,0.107,-1.077,4.898,0.987,9.611,-0.172,-2.734,1.928,-0.315,16.029,-0.068,-0.082,0.016,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
3.682,-32.523,-99.355,-27.014,-121.672,-193.198,beta_2,-12.125,-1.550,-1.201,-0.917,0.815,-1.324,-0.443,-1.375,0.733,2.889,0.748,-1.172,1.832,0.868,-0.514,-1.545,1.463,-0.911,0.372,0.873,-9.621,-0.001,0.000,0.000,-0.000
5.779,-31.353,-98.650,-26.255,-106.885,203.472,beta_2,-12.094,-1.214,-1.308,-0.999,0.704,-1.192,-0.216,-1.764,0.782,2.941,0.754,-1.047,1.911,0.904,-0.497,-1.522,1.385,-0.834,0.372,0.826,-9.590,-0.000,0.000,0.000,-0.000
3.287,-33.640,-102.015,-33.785,-135.060,142.210,beta_2,-12.088,-1.684,-0.849,-0.649,0.872,-1.669,-0.675,-1.094,0.613,2.883,0.756,-1.392,1.583,0.831,-0.569,-1.549,1.545,-0.970,0.379,0.882,-9.568,0.000,0.000,-0.000,-0.000
7.701,-32.519,-99.606,-32.914,-104.229,-137.900,beta_2,-12.050,-1.176,-1.215,-0.929,0.703,-1.366,-0.185,-1.658,0.701,2.928,0.779,-1.249,1.753,0.903,-0.623,-1.501,1.266,-0.865,0.389,0.783,-9.422,-0.001,0.000,0.000,-0.000
12.273,-31.886,-101.623,-28.644,-108.967,-155.443,beta_2,-12.046,-1.354,-1.166,-0.891,0.763,-1.409,-0.261,-1.687,0.776,2.726,0.801,-1.348,1.577,0.930,-0.697,-1.448,1.159,-0.784,0.403,0.689,-9.214,0.000,0.000,-0.000,-0.000
6.639,-31.032,-99.692,-35.001,-101.906,-121.626,beta_2,-11.949,-1.061,-1.091,-0.834,0.674,-1.405,-0.151,-1.846,0.684,3.157,0.774,-1.074,1.839,0.906,-0.499,-1.513,1.411,-0.811,0.372,0.807,-9.565,-0.000,-0.000,-0.000,-0.000
0.567,-30.899,-93.390,-23.249,-99.906,-159.662,beta_2,-11.947,-0.975,-1.511,-1.154,0.577,-0.686,-0.111,-2.026,0.819,3.047,0.700,-0.675,2.413,0.901,-0.327,-1.578,1.392,-0.867,0.346,0.946,-9.874,-0.000,0.000,0.000,-0.000
10.843,-33.731,-105.507,-40.763,-142.139,-237.070,beta_2,-11.945,-1.663,-0.494,-0.378,0.871,-1.888,-0.811,-1.200,0.552,2.678,0.789,-1.695,1.251,0.861,-0.786,-1.465,1.301,-0.880,0.413,0.717,-9.191,-0.001,0.001,0.000,-0.000
13.047,-33.282,-105.680,-38.436,-108.963,231.705,beta_2,-11.916,-1.347,-1.119,-0.855,0.768,-1.846,-0.263,-1.358,0.598,2.626,0.807,-1.697,1.232,0.882,-0.807,-1.439,1.225,-0.833,0.418,0.674,-9.094,0.000,-0.000,0.000,-0.000
0.248,-24.902,-102.108,-11.082,-118.307,170.613,beta_2,-11.805,-1.286,-1.420,-1.085,0.716,-1.060,-0.345,-2.127,0.906,3.250,0.655,-0.474,2.120,0.877,0.007,-1.581,2.217,-0.605,0.295,0.953,-10.310,-0.001,0.000,0.000,-0.000
17.320,-32.672,-97.760,-32.048,-99.624,-144.986,beta_2,-11.799,-1.208,-1.145,-0.875,0.703,-1.045,-0.127,-2.012,0.816,2.653,0.827,-1.325,1.716,1.002,-0.887,-1.387,0.645,-0.751,0.430,0.590,-8.894,-0.001,0.002,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
40.013,-15.059,-6.692,70.000,142.536,-185.395,alpha_1,-10.591,-0.316,-0.944,-0.721,0.024,1.203,0.219,-0.392,0.667,1.522,-0.127,-0.245,0.026,1.871,-0.596,-0.649,-0.971,-1.090,0.150,1.826,1.653,6.608,0.006,-0.000,-0.000
36.186,-17.413,-3.437,70.000,143.152,167.278,alpha_1,-10.508,-0.365,-0.983,-0.751,0.027,1.258,0.196,-0.330,0.645,1.602,-0.124,-0.176,0.075,1.856,-0.506,-0.682,-0.707,-1.385,0.157,2.173,1.707,6.872,0.001,-0.000,-0.000
42.434,-15.035,-1.871,70.000,148.963,-177.125,alpha_1,-10.504,-0.188,-1.056,-0.806,-0.062,1.537,0.348,-0.181,0.588,1.264,-0.134,-0.017,0.188,1.866,-0.761,-0.612,-0.843,-1.051,0.148,1.644,1.841,6.532,0.001,-0.000,-0.000
45.750,-12.411,-9.947,70.000,142.542,-179.898,alpha_1,-10.504,-0.258,-0.927,-0.709,0.003,1.288,0.269,-0.448,0.678,1.413,-0.135,-0.293,0.026,1.889,-0.704,-0.594,-1.149,-0.763,0.141,1.357,1.614,6.191,0.001,0.000,-0.000
