q1,q2,q3,q4,q5,q6,index,obj,a_6,d_6,alpha_6,a_5,theta_6,theta_5,a_4,alpha_5,d_5,alpha_4,beta_3,theta_4,alpha_3,a_3,theta_3,beta_2,alpha_2,a_2,d_4,theta_2,alpha_1,a_1,d_1,theta_1
14.684,24.190,139.996,-91.515,79.673,6.950,a_4,-0.643,-0.327,-0.171,-0.369,0.019,-0.127,0.130,0.179,-0.242,0.241,0.010,-0.032,0.108,-0.019,0.012,0.020,-0.008,-0.009,0.000,-0.000,0.001,-0.004,0.000,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
44.440,-7.710,122.120,-24.410,90.000,-14.640,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
38.440,23.330,134.450,23.580,-25.330,174.713,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
17.750,15.880,139.530,24.590,-97.260,174.713,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
14.299,24.662,138.091,17.253,-87.473,174.713,a_4,-4.679,0.209,0.000,0.236,-0.888,-0.057,0.177,1.413,1.566,-0.001,0.031,0.021,0.270,-0.093,-0.021,0.021,0.016,0.002,-0.010,-0.004,-0.011,0.031,-0.000,0.000,-0.000
9.300,3.280,137.060,41.070,-120.900,174.713,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000
9.300,3.280,137.060,41.070,-120.900,-176.097,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000
14.244,24.628,138.092,17.336,-82.532,-176.097,a_4,-4.654,0.035,0.000,0.039,-0.890,-0.035,0.088,1.412,1.569,-0.002,0.052,0.015,0.270,-0.087,-0.021,0.019,0.012,0.004,-0.010,-0.005,-0.013,0.036,-0.000,0.000,-0.000
14.509,24.561,137.636,-100.408,86.634,-176.930,alpha_5,-1.439,0.077,0.352,0.087,-1.270,-0.052,0.927,0.002,-0.348,0.339,0.025,0.081,0.258,-0.065,-0.036,0.006,0.008,-0.001,-0.009,-0.002,-0.003,0.008,-0.000,0.000,-0.000
15.058,25.492,117.321,-44.623,78.904,171.516,alpha_5,-0.938,-0.175,0.017,-0.197,-0.051,-0.193,2.416,0.118,0.000,-0.139,0.436,-0.474,2.398,-0.228,0.191,0.194,-0.066,-0.097,-0.008,-0.000,0.018,-0.056,0.001,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
44.440,-7.710,122.120,-24.410,90.000,-14.640,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
38.440,23.330,134.450,23.580,-25.330,-178.202,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
17.750,15.880,139.530,24.590,-97.260,-178.202,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
14.364,24.517,139.081,16.401,-83.360,-178.202,alpha_5,-3.085,0.080,0.088,0.090,-0.988,-0.033,1.418,0.105,1.409,0.086,0.034,0.015,0.169,-0.057,-0.016,0.013,0.008,0.002,-0.008,-0.004,-0.008,0.023,-0.000,-0.000,-0.000
14.650,24.050,141.180,-147.995,90.919,-174.428,d_5,-117.461,0.005,-0.126,0.005,0.250,0.012,0.185,0.125,-0.238,1.175,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000
14.652,24.050,141.180,-144.946,102.963,-154.764,d_5,-109.120,0.081,-0.170,0.091,0.335,0.165,0.191,0.131,-0.246,1.131,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000
14.650,24.050,141.180,-139.456,74.793,161.241,d_5,-105.832,-0.003,-0.005,-0.003,0.010,-0.225,0.162,-0.000,0.014,1.059,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000
14.650,24.050,141.180,-139.372,107.514,-145.569,d_5,-105.398,0.089,-0.146,0.100,0.294,0.237,0.185,0.081,-0.148,1.054,-0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
14.650,24.050,141.180,-138.264,82.192,173.179,d_5,-103.920,0.021,0.059,0.024,-0.127,-0.120,0.148,-0.055,0.111,1.039,0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000
14.650,24.050,141.180,-133.668,101.431,-156.289,d_5,-96.477,-0.038,0.050,-0.043,-0.110,0.178,0.142,-0.087,0.149,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,-0.000
14.650,24.050,141.180,-130.351,112.127,-133.784,d_5,-92.075,0.061,-0.102,0.069,0.212,0.325,0.169,-0.000,0.004,0.921,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000
14.650,24.050,141.180,-122.158,116.697,-117.390,d_5,-79.194,0.115,-0.136,0.129,0.285,0.401,0.167,-0.008,0.044,0.792,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000
14.650,24.050,141.180,-130.835,81.576,-112.263,alpha_4,-3.189,1.129,-0.130,1.271,-0.199,-0.109,-0.684,0.063,-0.231,0.850,-1.340,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000
14.650,24.050,141.180,-127.185,81.663,-104.815,alpha_4,-3.186,1.080,-0.133,1.217,-0.239,-0.108,-0.715,0.063,-0.221,0.788,-1.294,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000
14.650,24.050,141.180,-133.829,80.355,-121.620,alpha_4,-3.177,1.161,-0.118,1.308,-0.172,-0.126,-0.657,0.043,-0.217,0.902,-1.366,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000
14.650,24.050,141.180,-140.199,65.925,179.909,alpha_4,-2.551,0.844,-0.090,0.950,0.084,-0.334,-0.339,-0.060,-0.126,1.054,-0.907,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000
14.650,24.050,141.180,-136.619,106.736,-179.909,alpha_4,-2.424,-0.798,-0.041,-0.898,-0.105,0.229,0.600,-0.099,0.002,0.947,0.832,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
44.440,-7.710,122.120,-24.410,90.000,-14.640,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
38.440,23.330,134.450,23.580,-25.330,-148.001,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
17.750,15.880,139.530,24.590,-97.260,-148.001,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
21.244,26.882,132.820,29.552,-48.041,-148.001,alpha_4,-0.756,-0.662,0.000,-0.745,-0.738,-0.889,-1.731,1.061,2.025,-0.341,1.627,0.688,0.815,0.515,0.017,-0.142,-0.440,-0.425,0.005,0.032,0.193,-0.608,0.075,0.000,-0.000
9.300,3.280,137.060,41.070,-120.900,-148.001,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000
9.300,3.280,137.060,41.070,-120.900,164.189,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000,-3.000
7.159,31.924,129.036,23.906,-116.899,164.189,alpha_4,-0.562,0.538,0.000,0.606,-0.698,0.709,1.623,1.229,1.768,-0.136,-1.446,-1.007,0.542,-1.012,-0.001,-0.279,0.836,0.429,-0.075,-0.065,-0.247,0.698,0.066,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,1.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
-1.861,44.691,141.651,-141.085,114.088,38.208,beta_3,-0.939,0.286,0.259,0.232,0.322,-0.604,-1.384,1.268,-0.102,0.764,0.412,-3.272,-1.358,0.045,0.176,-0.466,1.787,1.418,-0.215,-0.147,-0.408,1.561,0.140,0.000,-0.000
-1.059,44.412,139.251,-136.230,110.093,55.333,beta_3,-0.939,0.289,0.259,0.174,0.326,-0.527,-1.085,1.392,-0.125,0.728,0.227,-3.046,-1.179,-0.096,0.158,-0.411,1.693,1.329,-0.223,-0.145,-0.396,1.480,0.128,-0.000,-0.000
-1.156,44.691,142.128,-140.291,113.933,33.074,beta_3,-0.938,0.301,0.259,0.238,0.339,-0.598,-1.401,1.200,-0.099,0.741,0.390,-3.258,-1.369,0.139,0.176,-0.425,1.850,1.389,-0.213,-0.137,-0.403,1.495,0.138,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
24.934,35.181,150.127,-115.376,57.150,-12.013,beta_3,-0.916,-0.357,0.259,-0.462,-0.402,-0.601,-0.926,-0.810,0.010,0.372,-0.326,2.156,-0.552,-0.163,0.045,0.304,-1.222,-1.231,-0.034,0.029,0.327,-0.952,0.123,0.000,-0.000
24.750,35.319,150.440,-118.369,53.874,-0.380,beta_3,-0.914,-0.439,0.259,-0.513,-0.495,-0.650,-0.997,-0.678,0.024,0.400,-0.358,2.197,-0.566,-0.196,0.039,0.332,-1.267,-1.244,-0.032,0.025,0.319,-0.938,0.122,0.000,-0.000
24.950,35.188,148.922,-110.575,59.897,-26.448,beta_3,-0.913,-0.324,0.259,-0.418,-0.364,-0.527,-0.761,-0.994,-0.006,0.328,-0.219,2.081,-0.477,-0.085,0.050,0.294,-1.162,-1.219,-0.039,0.033,0.329,-0.950,0.123,0.000,-0.000
25.284,32.058,137.913,-127.753,50.152,179.909,beta_3,-0.780,-0.309,0.259,-0.546,-0.348,-0.518,0.574,-0.725,-0.065,0.756,0.621,1.371,0.332,0.534,0.045,0.113,-0.352,-0.855,-0.055,0.084,0.363,-0.940,0.101,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,1.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
14.945,24.688,-28.648,81.342,79.111,-55.918,beta_3,-2.935,0.011,-0.019,-0.186,0.013,-0.220,0.092,-0.937,-0.011,0.219,-0.150,-6.423,0.063,-0.417,1.987,0.090,-0.008,-0.039,-0.006,0.001,0.014,-0.040,-0.000,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,1.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
14.650,24.050,122.597,-49.725,67.177,146.086,theta_4,-6.641,0.169,-0.012,1.942,-0.508,-0.341,0.214,0.054,0.190,-0.103,0.480,-0.085,2.061,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000
14.650,24.050,122.495,-49.554,68.079,147.625,theta_4,-6.641,0.148,-0.012,1.958,-0.520,-0.327,0.216,0.054,0.166,-0.104,0.482,-0.085,2.072,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000
14.650,24.050,122.205,-49.202,71.673,153.522,theta_4,-6.623,0.059,-0.011,2.007,-0.559,-0.272,0.222,0.055,0.066,-0.105,0.488,-0.084,2.104,-0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,0.000,-0.000
14.650,24.050,145.445,-92.436,91.976,-8.110,theta_4,-5.304,0.095,0.018,-0.408,-0.169,0.033,0.170,-0.028,0.107,0.214,-0.071,0.054,-0.473,0.000,0.002,-0.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,1.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
45.000,9.890,101.340,-109.380,-4.750,-48.380,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
14.815,24.507,84.076,-179.909,-83.379,-76.403,theta_4,-5.961,0.261,-0.089,-0.326,-0.206,-0.363,-1.294,1.800,0.294,0.669,0.566,-0.802,5.246,-0.086,0.490,0.053,-0.017,-0.030,-0.004,0.001,0.007,-0.021,0.001,-0.000,-0.000
14.612,23.966,117.631,-20.835,104.796,-97.982,alpha_3,-7.403,0.320,0.000,0.360,-0.338,0.163,-0.311,0.160,1.467,-0.345,-0.604,-0.064,1.852,-3.405,0.086,-0.012,-0.007,0.001,0.001,-0.000,-0.002,0.004,0.000,0.000,-0.000
14.550,23.990,110.080,8.398,62.718,61.364,alpha_3,-4.564,0.014,0.000,0.016,-0.182,-0.276,0.431,0.276,1.344,-0.562,0.334,-0.499,2.167,2.698,0.192,0.001,0.014,0.008,-0.000,0.000,-0.002,0.010,-0.001,-0.000,-0.000
14.646,24.099,127.414,-70.780,77.899,-152.481,alpha_3,-4.098,1.091,-0.084,1.229,-0.336,-0.163,-0.421,-0.043,1.346,0.132,-0.998,0.173,1.362,-1.682,-0.003,0.004,0.005,-0.000,-0.001,-0.000,-0.000,0.000,0.000,0.000,-0.000
14.650,24.050,124.210,-59.377,68.912,179.909,alpha_3,-3.635,1.010,-0.165,1.137,-0.221,-0.295,-0.252,-0.007,1.718,0.017,-0.586,0.102,1.858,-1.604,0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000
14.589,24.060,120.157,-44.635,69.476,179.909,alpha_3,-3.411,0.911,-0.212,1.026,-0.151,-0.284,-0.220,0.058,2.052,-0.149,-0.454,-0.068,2.291,-1.874,0.053,-0.004,0.005,0.003,0.000,-0.000,-0.003,0.008,0.000,-0.000,-0.000
14.650,24.050,144.353,-87.352,91.412,3.666,alpha_3,-2.749,0.084,0.000,0.094,-0.207,0.018,0.282,-0.017,-0.215,0.112,-0.077,0.103,-0.267,-0.235,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000
14.742,24.170,123.575,-61.353,100.228,-179.909,alpha_3,-1.790,-1.160,-0.098,-1.306,-0.226,0.137,0.461,-0.013,1.586,0.052,1.100,-0.251,1.682,0.890,0.035,0.007,-0.012,-0.011,-0.001,0.000,0.003,-0.010,0.001,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,1.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
45.000,9.890,101.340,-109.380,-4.750,-48.380,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
14.435,23.894,92.197,-179.909,-80.059,94.218,alpha_3,-3.041,-0.356,-0.242,-0.401,-0.020,0.591,2.070,1.708,-0.303,0.821,-1.183,-1.266,4.761,-3.669,0.365,-0.034,0.010,0.015,0.002,-0.001,-0.010,0.028,0.001,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,1.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
14.650,24.050,-28.641,85.567,98.349,69.174,a_3,-3.710,0.067,-0.009,0.075,-0.271,0.143,1.537,-0.018,0.411,0.155,-0.027,-3.249,0.359,0.589,1.979,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,-0.000
14.650,24.050,-28.648,85.341,97.787,93.548,a_3,-3.626,-0.004,-0.001,-0.004,-0.318,0.133,1.588,-0.024,0.852,0.159,-0.020,-3.174,0.797,0.438,1.975,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
14.650,24.050,-11.316,76.843,99.294,40.783,a_3,-3.471,0.127,-0.029,0.143,-0.098,0.159,1.265,-0.000,0.248,0.007,-0.014,-3.545,0.219,0.777,1.933,0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,0.000,-0.000
14.650,24.050,-0.299,66.673,97.765,77.379,a_3,-3.414,-0.070,-0.026,-0.079,-0.146,0.133,1.570,-0.000,0.856,-0.007,0.112,-3.099,0.850,0.923,1.869,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000
14.650,24.050,0.654,59.763,95.582,52.748,a_3,-3.391,-0.123,-0.026,-0.138,-0.111,0.095,1.311,0.011,0.260,0.095,0.228,-3.438,0.286,0.939,1.872,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000
14.650,24.051,-14.618,62.479,79.965,77.286,a_3,-3.288,-0.313,-0.028,-0.353,-0.002,-0.170,1.056,0.027,0.313,0.312,0.235,-3.868,0.325,0.531,1.949,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,-0.000
14.639,24.084,0.026,77.888,88.815,59.281,a_3,-3.264,0.113,-0.018,0.127,0.030,-0.020,1.195,0.020,0.874,-0.207,-0.131,-3.471,0.917,0.652,1.871,0.004,0.002,-0.001,-0.000,0.000,-0.000,0.002,-0.000,-0.000,-0.000
14.657,24.046,4.747,65.681,100.178,21.063,a_3,-3.217,0.122,-0.024,0.137,0.005,0.175,0.970,-0.005,0.196,-0.078,0.056,-3.769,0.157,0.781,1.851,-0.000,-0.001,-0.000,0.000,-0.000,0.000,-0.001,0.000,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,1.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
8.265,-29.445,117.223,-25.030,98.828,17.809,theta_3,-2.849,0.115,0.000,0.130,-0.320,0.121,0.814,-0.011,-0.782,0.470,0.140,-2.181,-0.800,-1.652,0.778,-7.285,0.196,1.878,0.191,-0.029,-0.235,0.848,-0.001,0.000,-0.000
8.653,-27.285,122.382,-35.079,89.044,33.600,theta_3,-2.833,-0.118,0.000,-0.133,-0.296,-0.043,0.804,-0.000,-0.730,0.515,0.162,-1.974,-0.733,-1.583,0.656,-6.975,0.182,1.833,0.200,-0.027,-0.223,0.796,-0.002,0.000,-0.000
8.612,-26.006,122.954,-24.338,105.997,-2.237,theta_3,-2.811,0.316,0.000,0.356,-0.181,0.249,0.656,-0.033,-0.547,0.301,0.027,-1.834,-0.644,-1.790,0.627,-6.822,0.003,1.812,0.205,-0.027,-0.226,0.801,0.001,0.000,-0.000
8.135,-29.805,103.104,-9.416,99.153,28.160,theta_3,-2.806,0.081,0.000,0.091,-0.324,0.127,1.004,-0.015,-0.668,0.448,0.170,-2.627,-0.691,-1.430,1.029,-7.321,0.350,1.859,0.188,-0.029,-0.237,0.865,-0.004,0.000,-0.000
8.591,-27.269,106.465,-17.521,82.020,60.798,theta_3,-2.782,-0.238,0.000,-0.269,-0.171,-0.162,0.949,-0.007,-0.304,0.486,0.189,-2.464,-0.348,-1.483,0.926,-6.963,0.291,1.816,0.199,-0.027,-0.224,0.804,-0.003,0.000,-0.000
9.925,-22.025,128.496,-34.625,102.438,-10.945,theta_3,-2.728,0.267,0.012,0.301,-0.184,0.196,0.399,-0.027,-0.566,0.316,0.003,-1.440,-0.635,-1.896,0.494,-6.270,-0.229,1.769,0.203,-0.020,-0.187,0.629,0.002,0.000,-0.000
11.519,-5.536,135.269,-55.492,99.801,-14.294,theta_3,-2.556,0.226,-0.015,0.255,-0.127,0.162,0.287,0.007,-0.454,0.276,-0.011,-0.885,-0.453,-1.262,0.269,-4.092,-0.113,1.248,0.138,-0.006,-0.133,0.431,0.002,0.000,-0.000
8.580,-27.965,105.924,-16.195,100.456,-41.041,theta_3,-2.556,0.357,0.000,0.402,-0.228,0.151,-0.183,0.003,-0.609,0.495,-0.124,-2.411,-0.627,-3.038,0.968,-7.161,-0.549,1.952,0.182,-0.026,-0.234,0.807,0.010,-0.000,-0.000
10.134,-15.774,98.536,-16.285,105.822,-143.011,theta_3,-2.322,0.036,-0.000,0.041,0.008,0.251,0.047,-0.020,1.224,0.411,-0.170,-2.327,1.185,-2.723,0.872,-5.381,-0.410,1.544,0.220,-0.020,-0.180,0.597,0.004,0.000,-0.000
14.650,-7.710,122.120,-24.410,90.000,-14.640,-2.000,1.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000
-3.088,43.656,-14.178,61.743,99.182,67.352,beta_2,-0.883,-0.080,0.006,-0.090,0.049,0.226,1.670,-0.005,0.602,0.017,0.082,-3.742,0.635,0.273,1.842,1.845,3.091,1.115,-0.099,0.070,-0.442,2.517,0.038,0.000,-0.000
-3.927,41.356,-8.795,71.256,108.664,55.403,beta_2,-0.879,0.234,0.006,0.264,0.019,0.396,1.850,-0.030,0.766,-0.197,-0.193,-3.639,0.695,0.225,1.827,1.537,3.190,1.187,-0.079,0.073,-0.444,2.638,0.041,-0.000,-0.000
-2.449,43.241,-10.551,83.324,102.681,49.494,beta_2,-0.876,0.342,0.005,0.385,0.172,0.283,1.587,-0.008,1.038,-0.409,-0.427,-3.913,0.974,0.135,1.825,1.785,3.004,1.057,-0.096,0.067,-0.441,2.424,0.039,0.000,-0.000
-2.698,41.236,-5.658,58.992,91.077,88.739,beta_2,-0.875,-0.053,0.018,-0.060,0.176,0.085,1.528,-0.016,1.093,-0.038,-0.061,-3.881,1.066,0.065,1.808,1.525,3.013,1.073,-0.080,0.067,-0.442,2.460,0.040,-0.000,-0.000
3.506,44.690,-21.695,68.776,109.733,-61.619,beta_2,-0.874,0.385,0.000,0.434,0.188,0.375,-0.045,-0.006,0.530,0.003,-0.211,-5.580,0.473,-0.316,1.860,2.016,2.267,0.511,-0.120,0.038,-0.374,1.563,0.033,0.000,-0.000
-7.218,33.055,13.412,47.676,108.446,92.909,beta_2,-0.873,-0.029,0.000,-0.033,0.014,0.394,2.032,-0.014,1.127,-0.011,-0.056,-3.404,1.172,-0.039,1.724,0.332,3.583,1.403,-0.016,0.078,-0.444,3.107,0.059,0.000,-0.000
3.644,44.690,-17.722,70.909,113.338,-78.412,beta_2,-0.871,0.263,-0.000,0.296,0.283,0.440,-0.043,-0.019,1.006,-0.101,-0.219,-5.569,0.943,-0.471,1.845,2.014,2.252,0.501,-0.120,0.037,-0.372,1.543,0.033,-0.000,-0.000
16.058,16.103,135.745,-84.537,98.837,-99.719,beta_2,-0.966,0.494,0.003,0.557,-0.069,0.151,-0.543,0.019,0.594,0.378,-0.526,0.280,0.590,-0.962,0.050,-0.846,-0.554,0.203,0.062,0.003,0.069,-0.185,-0.005,0.000,-0.000
