q1,q2,q3,q4,q5,q6,index,obj,alpha_6,a_6,theta_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,a_3,alpha_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
105.930,5.060,-24.892,91.725,82.904,268.715,beta_3,-20.643,-0.526,0.051,0.067,0.085,-1.390,-0.120,0.025,0.296,0.018,-0.104,-0.208,-0.311,1.962,0.000,-0.000,-7.549,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,-0.000
105.930,5.060,-7.458,93.145,72.112,-356.873,beta_3,-20.535,0.125,-0.169,-0.221,-0.067,-0.659,-0.283,0.086,-0.012,0.268,0.005,-0.044,-0.382,1.896,0.000,0.000,-6.320,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
105.929,5.061,-28.260,109.289,63.945,330.939,beta_3,-20.530,-0.040,-0.393,-0.515,-0.119,-1.588,-0.381,0.009,0.061,0.739,-0.031,-0.497,-0.240,1.962,0.000,-0.000,-8.322,-0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000
105.931,5.061,-29.995,115.285,50.048,20.707,beta_3,-20.520,0.525,-0.157,-0.206,-0.280,-1.357,-0.516,0.390,-0.005,0.865,0.003,-0.239,-0.270,1.970,0.000,0.000,-8.122,-0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000
105.930,5.060,-4.484,77.997,92.840,284.235,beta_3,-20.335,-0.240,0.007,0.010,0.049,-0.735,0.049,0.144,0.193,-0.020,-0.048,0.062,-0.444,1.879,0.000,0.000,-6.232,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
152.115,-90.000,52.525,117.525,68.086,-80.384,alpha_2,-2.566,-0.540,-0.127,-0.166,0.203,1.628,0.573,0.555,-0.089,-0.138,-0.159,-0.403,-4.128,1.484,-7.361,0.743,-7.710,8.443,0.757,1.277,0.019,-0.638,-0.148,0.000,-0.000
152.271,-90.000,54.486,116.336,68.224,-95.334,alpha_2,-2.566,-0.663,-0.146,-0.191,0.191,1.665,0.581,0.743,-0.098,-0.059,-0.148,-0.211,-4.304,1.462,-7.331,0.745,-7.666,8.472,0.758,1.285,0.011,-0.639,-0.151,-0.000,-0.000
151.756,-90.000,55.962,114.757,68.202,-106.508,alpha_2,-2.565,-0.775,-0.122,-0.160,0.192,1.656,0.572,0.840,-0.093,-0.030,-0.149,-0.113,-4.409,1.448,-7.384,0.738,-7.557,8.428,0.758,1.264,-0.014,-0.637,-0.147,0.000,-0.000
153.052,-90.000,45.367,122.206,59.694,-56.210,alpha_2,-2.563,-0.406,-0.001,-0.002,0.230,1.415,0.498,0.298,-0.088,-0.117,-0.198,-0.975,-3.665,1.543,-7.186,0.754,-8.365,8.607,0.758,1.326,-0.022,-0.643,-0.166,0.000,-0.000
150.279,-90.000,54.259,107.652,70.050,242.622,alpha_2,-2.561,-1.043,-0.005,-0.007,0.316,1.365,0.522,0.685,-0.004,-0.259,-0.281,-0.377,-4.179,1.477,-7.576,0.718,-7.404,8.249,0.759,1.199,-0.034,-0.630,-0.131,-0.000,-0.000
152.000,-90.000,51.850,104.019,61.367,-144.899,alpha_2,-2.560,-1.312,0.409,0.536,0.382,1.169,0.419,0.861,0.041,-0.322,-0.364,-0.469,-4.081,1.491,-7.368,0.742,-7.752,8.439,0.758,1.273,0.008,-0.638,-0.148,0.000,-0.000
153.705,-90.000,45.026,103.966,61.273,231.807,alpha_2,-2.557,-1.305,0.341,0.447,0.454,0.844,0.399,0.541,0.097,-0.477,-0.451,-0.966,-3.643,1.543,-7.114,0.764,-8.426,8.662,0.758,1.353,0.008,-0.645,-0.171,0.000,-0.000
150.211,-90.000,61.375,111.552,59.378,-158.899,alpha_2,-2.555,-1.138,0.417,0.546,0.162,1.749,0.499,1.186,-0.093,0.015,-0.114,0.222,-4.708,1.394,-7.570,0.716,-7.057,8.259,0.759,1.198,-0.053,-0.630,-0.132,-0.000,-0.000
154.228,-90.000,48.937,112.784,57.962,-124.365,alpha_2,-2.554,-1.099,0.180,0.236,0.295,1.174,0.452,0.948,-0.056,0.019,-0.285,-0.535,-4.072,1.503,-6.986,0.768,-8.542,8.792,0.756,1.393,-0.042,-0.659,-0.186,-0.000,-0.000
151.046,-90.000,64.762,117.624,48.264,-193.844,alpha_2,-2.545,-1.019,0.952,1.246,0.039,2.164,0.532,1.244,-0.145,0.056,0.040,0.517,-4.911,1.348,-7.506,0.729,-6.836,8.308,0.758,1.229,0.011,-0.633,-0.135,-0.000,-0.000
155.502,-90.000,22.139,120.239,38.476,-16.728,alpha_2,-2.514,-0.548,0.135,0.177,0.361,0.249,0.105,-1.002,0.148,-0.868,-0.527,-3.225,-1.561,1.649,-6.760,0.783,-9.655,8.955,0.759,1.449,-0.065,-0.656,-0.208,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.967,-31.993,140.000,-18.398,104.162,162.358,a_2,-0.999,-1.075,-0.096,-0.126,-0.073,0.543,0.081,0.794,0.003,-0.774,-0.006,0.694,-0.119,-0.435,-2.831,0.001,-0.386,0.477,0.498,0.001,-0.001,-0.002,0.000,0.000,-0.000
104.403,23.721,95.493,-22.678,78.276,-359.562,a_2,-0.753,-0.060,-0.320,-0.419,0.068,-0.075,-0.046,0.015,-0.031,-0.415,-0.107,-0.170,0.309,-0.051,1.214,0.025,-1.314,-0.331,0.279,-0.022,-0.014,0.077,0.004,-0.000,-0.000
104.387,32.813,77.309,-12.963,78.128,-15.941,a_2,-0.743,-0.081,-0.055,-0.072,0.071,-0.205,-0.048,0.039,-0.035,-0.757,-0.116,-0.099,0.408,-0.063,2.067,0.025,-2.019,-0.501,0.391,-0.022,-0.014,0.078,0.005,0.000,-0.000
104.677,34.312,82.591,-20.076,68.397,149.206,a_2,-0.712,1.168,-0.237,-0.310,0.011,-0.104,-0.102,0.753,-0.033,-0.877,-0.111,0.667,0.334,-0.279,2.226,0.020,-1.859,-0.525,0.406,-0.019,-0.011,0.063,0.004,0.000,-0.000
104.600,27.421,89.015,-21.488,88.750,-42.038,a_2,-0.747,-0.007,0.414,0.542,0.077,-0.148,0.014,0.079,-0.021,-0.665,-0.081,-0.060,-0.192,0.340,1.546,0.022,-1.624,-0.398,0.326,-0.019,-0.016,0.067,0.004,0.000,-0.000
104.121,32.130,77.481,-9.447,77.226,-5.444,a_2,-0.734,-0.122,-0.241,-0.315,0.118,-0.176,-0.060,0.040,-0.055,-0.588,-0.164,-0.226,0.067,0.415,1.995,0.030,-1.927,-0.491,0.385,-0.026,-0.011,0.091,0.006,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
249.576,-43.388,-16.072,103.812,63.132,-224.760,theta_2,-9.517,1.046,-0.329,-0.431,-0.427,-0.805,-0.454,-0.840,0.705,-0.297,0.318,-0.144,4.564,1.242,9.930,-0.156,-3.535,1.856,-0.288,16.077,0.000,0.000,0.001,-0.000,-0.000
249.602,-45.000,-24.746,97.784,66.568,-327.187,theta_2,-9.325,0.421,-0.765,-1.001,-0.661,-0.575,-0.314,-2.659,0.953,-0.264,0.604,-1.549,4.553,1.055,8.818,-0.164,-2.742,1.867,-0.347,15.933,0.013,-0.004,0.122,-0.000,-0.000
249.724,-45.000,-16.383,89.822,84.731,340.823,theta_2,-9.250,0.207,0.133,0.174,-0.632,-0.541,-0.200,-2.901,0.996,-0.215,0.626,-1.667,4.304,1.180,8.286,-0.166,-2.992,1.840,-0.366,15.833,0.006,0.011,0.188,0.000,-0.000
249.624,-44.326,-74.386,-44.755,-90.738,161.915,theta_2,-9.184,0.385,0.138,0.181,-0.737,0.450,-0.003,5.257,-0.990,0.667,1.254,-0.166,4.361,0.255,9.844,-0.164,-0.469,1.866,-0.301,16.074,-0.000,-0.000,0.000,-0.000,-0.000
249.586,-45.000,-0.690,93.229,63.543,76.031,theta_2,-9.040,0.555,-0.946,-1.239,-0.463,-0.588,-0.430,-2.435,0.943,0.037,0.388,-1.863,3.749,1.395,7.073,-0.168,-3.320,1.815,-0.408,15.532,-0.038,-0.012,0.331,0.000,-0.000
249.016,-30.000,18.252,135.389,75.835,64.520,theta_2,-8.869,0.070,0.169,0.221,-0.035,0.360,-0.292,0.996,-0.082,0.062,0.019,1.079,2.057,1.791,6.860,-0.059,-3.547,1.447,-0.233,15.107,0.011,0.004,0.496,0.000,-0.000
249.666,-45.000,-0.156,-115.777,-88.598,-326.678,theta_2,-8.785,1.382,0.509,0.667,-0.703,0.584,0.004,4.560,-0.975,1.301,1.291,0.597,4.161,1.438,9.712,-0.169,-4.177,1.870,-0.313,16.064,0.002,0.001,0.009,0.000,-0.000
249.664,-45.000,-8.995,-109.118,-96.594,97.903,theta_2,-8.723,0.838,0.856,1.120,-0.727,0.589,-0.032,4.976,-0.988,1.253,1.257,-0.000,4.447,1.319,9.754,-0.170,-3.799,1.871,-0.311,16.068,-0.001,0.000,0.003,0.000,-0.000
249.672,-45.000,-9.099,-108.276,-84.116,-204.744,theta_2,-8.721,0.394,0.213,0.278,-0.737,0.584,0.023,5.209,-0.981,1.230,1.265,-0.078,4.434,1.316,9.676,-0.170,-3.769,1.869,-0.314,16.060,0.001,0.002,0.013,0.000,-0.000
249.626,-45.000,-4.009,-106.899,-90.935,134.658,theta_2,-8.711,0.381,0.522,0.683,-0.633,0.622,-0.020,5.066,-0.935,1.174,1.358,0.058,4.244,1.386,9.448,-0.168,-3.931,1.872,-0.323,16.030,0.003,-0.003,0.043,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.912,-8.728,145.070,-49.249,84.891,-49.863,beta_2,-7.427,-0.325,-0.272,-0.356,-0.000,-0.259,-0.025,0.055,0.014,0.607,-0.043,-0.149,0.073,-0.037,-0.550,0.000,0.686,0.313,0.201,0.000,-1.439,-0.000,-0.000,-0.000,-0.000
105.909,-13.909,148.486,-51.533,78.974,-85.218,beta_2,-7.304,-0.711,-0.150,-0.196,0.001,-0.468,-0.060,0.158,0.038,0.739,-0.100,-0.297,0.117,-0.050,-0.853,-0.000,0.940,0.525,0.268,-0.000,-1.988,0.000,0.000,0.000,-0.000
105.462,-15.030,148.407,-51.840,76.277,-106.882,beta_2,-6.891,-0.897,0.058,0.076,0.002,-0.546,-0.084,0.236,0.051,0.645,-0.122,-0.275,-0.037,-0.057,-0.965,-0.007,0.958,0.559,0.287,-0.009,-2.078,0.011,0.004,-0.000,-0.000
106.034,-16.818,149.504,-52.802,72.083,-123.188,beta_2,-6.639,-0.993,0.252,0.330,0.000,-0.574,-0.103,0.295,0.058,0.627,-0.149,-0.301,-0.037,-0.066,-1.046,0.002,0.985,0.628,0.318,0.002,-2.113,-0.003,-0.001,0.000,-0.000
270.000,10.984,-142.730,68.143,-78.950,81.316,beta_2,-6.587,-0.649,-0.630,-0.825,-0.082,0.671,0.029,0.582,-0.037,4.860,0.901,1.805,0.522,-0.147,3.874,-1.776,9.057,-0.190,0.057,6.369,-15.274,-0.287,0.358,0.000,-0.000
270.000,7.108,-143.898,83.024,-74.873,97.889,beta_2,-6.561,-0.559,-1.016,-1.330,-0.157,0.698,0.057,0.375,0.053,4.307,0.918,2.120,-0.026,-0.152,4.220,-1.773,8.742,-0.070,0.036,6.605,-14.741,-0.247,0.314,-0.000,-0.000
206.906,11.920,-142.802,52.886,-81.916,10.258,beta_2,-6.555,-0.543,0.002,0.003,-0.013,-0.058,-0.058,-4.698,1.266,-5.398,0.422,1.070,1.032,0.873,2.576,1.481,-9.660,-0.024,-0.062,3.238,12.820,0.024,0.105,0.000,-0.000
207.052,11.795,-143.048,53.261,-81.959,13.892,beta_2,-6.554,-0.507,-0.023,-0.030,-0.014,-0.020,-0.054,-4.685,1.264,-5.435,0.424,1.086,1.115,0.868,2.638,1.483,-9.655,-0.025,-0.061,3.262,12.815,0.022,0.100,0.000,-0.000
207.163,11.127,-142.393,55.294,-80.425,-5.538,beta_2,-6.552,-0.674,0.165,0.216,-0.015,-0.126,-0.051,-4.706,1.267,-5.261,0.404,1.068,1.052,0.867,2.615,1.484,-9.608,-0.027,-0.054,3.269,12.735,0.023,0.102,0.000,-0.000
207.314,9.293,-140.614,58.259,-78.126,-29.285,beta_2,-6.539,-0.811,0.502,0.658,-0.015,-0.240,-0.046,-4.678,1.271,-4.924,0.374,1.029,0.906,0.865,2.582,1.485,-9.487,-0.027,-0.035,3.280,12.508,0.026,0.102,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
38.486,-16.113,-5.837,70.000,142.911,170.772,alpha_1,-10.620,-0.338,-0.743,-0.972,0.024,1.234,0.208,-0.392,0.663,1.585,-0.128,-0.231,0.050,1.865,-0.530,-0.665,-0.813,-1.220,0.154,1.961,1.655,6.707,0.000,-0.000,-0.000
43.111,-13.757,-9.344,70.000,145.069,184.767,alpha_1,-10.602,-0.206,-0.730,-0.956,-0.010,1.225,0.275,-0.509,0.685,1.509,-0.133,-0.314,0.013,1.881,-0.632,-0.624,-1.037,-0.923,0.146,1.563,1.587,6.366,0.000,0.000,-0.000
42.168,-13.069,-8.927,70.000,138.333,159.913,alpha_1,-10.554,-0.409,-0.676,-0.885,0.044,1.360,0.184,-0.437,0.674,1.534,-0.123,-0.297,0.053,1.881,-0.511,-0.618,-0.955,-0.895,0.138,1.658,1.791,6.536,0.005,-0.000,-0.000
44.848,-11.684,-11.178,70.000,145.389,185.730,alpha_1,-10.501,-0.170,-0.723,-0.947,-0.028,1.314,0.303,-0.526,0.688,1.470,-0.128,-0.298,0.038,1.889,-0.548,-0.598,-1.105,-0.731,0.133,1.432,1.689,6.300,0.004,-0.000,-0.000
42.765,-13.265,-3.335,70.000,145.822,-194.585,alpha_1,-10.439,-0.316,-0.777,-1.017,-0.044,1.747,0.321,-0.158,0.586,1.289,-0.126,0.014,0.266,1.871,-0.551,-0.594,-0.717,-0.916,0.135,1.636,2.053,6.615,0.000,-0.000,-0.000
34.408,-17.637,-6.675,70.000,147.386,-175.362,alpha_1,-10.438,-0.200,-0.766,-1.002,-0.002,1.025,0.221,-0.552,0.695,1.777,-0.119,-0.295,-0.011,1.854,-0.345,-0.711,-0.743,-1.436,0.159,2.314,1.539,6.902,-0.000,-0.000,-0.000
43.036,-13.055,-3.026,70.000,149.907,-178.457,alpha_1,-10.392,-0.157,-0.815,-1.066,-0.087,1.676,0.378,-0.167,0.582,1.230,-0.126,0.044,0.248,1.870,-0.592,-0.593,-0.838,-0.890,0.134,1.608,2.023,6.588,0.005,0.000,-0.000
38.095,-18.708,-7.005,70.000,146.204,194.786,alpha_1,-10.282,-0.185,-0.700,-0.917,0.018,0.825,0.218,-0.652,0.711,1.713,-0.138,-0.496,-0.127,1.861,-0.773,-0.698,-0.982,-1.422,0.175,1.948,1.243,6.518,-0.005,-0.000,-0.000
40.337,-22.734,9.495,70.000,134.409,-207.305,alpha_1,-10.240,-0.626,-0.557,-0.729,0.113,1.180,0.095,0.123,0.518,1.122,-0.151,-0.111,0.045,1.828,-1.542,-0.660,-0.948,-1.718,0.184,1.780,1.424,6.492,0.000,-0.000,-0.000
38.473,-11.986,-17.872,70.000,154.313,206.698,alpha_1,-10.229,0.145,-0.644,-0.843,-0.115,1.122,0.333,-1.124,0.790,2.020,-0.095,-0.597,-0.086,1.879,-0.010,-0.663,-0.811,-0.862,0.132,1.965,1.677,6.723,0.000,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
266.899,69.982,-17.825,-92.524,-94.675,260.688,a_1,-1.676,-1.401,-0.412,-0.539,0.586,-2.498,-0.379,-1.349,0.537,0.297,1.298,-1.721,-0.906,1.780,-2.781,-0.378,-1.451,-0.235,0.721,4.311,-2.707,0.617,1.804,-0.000,-0.000
269.993,70.000,-14.568,-67.781,-115.850,-165.148,a_1,-1.658,-1.235,0.378,0.495,0.533,-2.723,-0.686,-2.274,1.045,0.963,1.358,-0.938,-1.014,1.818,-2.459,-0.338,-1.387,0.182,0.705,4.577,-1.911,0.867,1.807,-0.000,-0.000
269.984,70.000,-5.484,-79.886,-110.339,233.715,a_1,-1.652,-1.507,0.230,0.301,0.604,-3.124,-0.605,-2.470,0.975,0.770,1.335,-0.904,-1.235,1.823,-3.458,-0.305,-1.020,0.283,0.741,3.991,-1.590,0.790,1.839,0.000,-0.000
269.996,70.000,-11.437,-96.890,-93.668,-55.455,a_1,-1.643,-1.235,-0.301,-0.395,0.588,-2.061,-0.312,-2.423,0.586,0.562,1.327,-0.558,-0.816,1.818,-2.380,-0.407,-1.995,-0.046,0.703,4.568,-2.762,0.804,1.794,-0.000,-0.000
266.554,70.000,-11.343,-75.838,-105.254,-119.487,a_1,-1.631,-1.460,0.131,0.172,0.591,-3.083,-0.570,-2.460,0.954,0.867,1.369,-0.545,-1.104,1.825,-2.392,-0.325,-1.036,-0.092,0.705,4.587,-2.038,0.689,1.801,0.000,-0.000
264.310,69.965,-14.092,-70.000,-127.087,-190.496,a_1,-1.618,-0.983,0.485,0.635,0.423,-3.178,-0.940,-2.227,0.994,1.007,1.357,-1.074,-1.114,1.805,-2.559,-0.330,-0.889,-0.311,0.713,4.453,-2.304,0.543,1.799,-0.000,-0.000
265.633,69.485,-36.280,-85.000,-105.010,259.876,a_1,-1.616,-1.322,-0.461,-0.604,0.436,-2.987,-0.545,-0.765,0.404,-0.323,1.322,-1.767,-0.959,1.720,-0.893,-0.303,-0.960,-0.126,0.645,5.534,-1.730,0.793,1.754,0.000,-0.000
268.548,64.068,-15.699,-84.202,-106.616,-136.089,a_1,-1.616,-1.480,-0.023,-0.030,0.544,-2.769,-0.552,-1.034,0.653,0.274,1.378,-1.706,-0.930,1.807,-2.435,-0.336,-1.345,0.061,0.675,5.077,-1.938,0.872,1.780,-0.000,-0.000
270.000,62.141,-5.560,-91.125,-94.989,241.167,a_1,-1.590,-1.418,-0.240,-0.314,0.594,-2.230,-0.335,-1.358,0.661,0.481,1.361,-1.506,-0.886,1.825,-3.128,-0.387,-1.862,0.043,0.686,4.796,-2.461,0.863,1.787,0.000,-0.000
106.360,2.390,138.505,-70.267,89.263,-168.417,alpha_6,-2.096,-1.505,-0.007,-0.010,0.306,-0.056,-0.000,0.523,0.141,0.045,-0.305,-0.062,-0.001,0.015,-0.072,0.007,-0.000,0.023,0.046,0.005,-0.054,-0.009,0.000,0.000,-0.000
106.221,2.472,138.559,-70.894,88.745,-173.147,alpha_6,-2.093,-1.522,0.002,0.003,0.313,-0.025,-0.008,0.525,0.146,0.071,-0.312,-0.074,0.001,-0.000,-0.071,0.005,-0.015,0.022,0.044,0.003,-0.055,-0.006,0.000,0.000,-0.000
106.498,2.209,138.766,-70.279,89.784,196.595,alpha_6,-2.093,-1.490,-0.016,-0.020,0.305,-0.090,0.007,0.509,0.140,0.016,-0.305,-0.072,0.000,0.037,-0.074,0.010,0.010,0.026,0.049,0.007,-0.060,-0.012,0.000,0.000,-0.000
106.034,2.562,138.515,-71.195,88.189,-178.360,alpha_6,-2.084,-1.535,0.014,0.019,0.318,0.010,-0.016,0.528,0.148,0.097,-0.314,-0.077,0.001,-0.023,-0.069,0.002,-0.029,0.021,0.042,0.001,-0.060,-0.002,0.000,0.000,-0.000
106.341,6.569,131.674,-84.730,105.880,-64.477,d_6,-0.474,0.899,0.667,0.873,-0.546,0.259,0.074,-0.497,0.365,0.190,0.505,0.269,-0.011,0.047,0.191,-0.004,-0.075,-0.067,0.013,0.015,-0.143,-0.050,0.001,0.000,-0.000
106.321,6.513,131.693,-85.176,105.954,-65.644,d_6,-0.474,0.912,0.676,0.885,-0.551,0.260,0.074,-0.509,0.372,0.182,0.510,0.266,-0.011,0.047,0.184,-0.004,-0.079,-0.065,0.013,0.014,-0.135,-0.048,0.001,0.000,-0.000
106.326,6.589,131.691,-84.396,105.119,-58.671,d_6,-0.473,0.834,0.635,0.831,-0.541,0.258,0.070,-0.509,0.359,0.187,0.502,0.266,-0.008,0.046,0.192,-0.004,-0.075,-0.067,0.014,0.014,-0.141,-0.048,0.001,0.000,-0.000
106.370,6.531,131.794,-85.714,106.384,-70.474,d_6,-0.473,0.967,0.692,0.906,-0.556,0.258,0.076,-0.502,0.379,0.183,0.514,0.270,-0.019,0.045,0.189,-0.004,-0.068,-0.066,0.013,0.016,-0.146,-0.054,0.001,0.000,-0.000
106.311,6.681,131.488,-83.846,103.652,-50.581,d_6,-0.472,0.746,0.574,0.751,-0.533,0.254,0.062,-0.524,0.349,0.177,0.500,0.274,-0.006,0.048,0.201,-0.004,-0.081,-0.070,0.015,0.014,-0.142,-0.046,0.001,0.000,-0.000
106.268,6.775,131.408,-84.157,101.652,317.687,d_6,-0.471,0.664,0.493,0.645,-0.532,0.249,0.052,-0.561,0.350,0.152,0.507,0.282,-0.006,0.048,0.212,-0.004,-0.085,-0.074,0.016,0.012,-0.135,-0.041,0.001,0.000,-0.000
106.253,6.780,131.269,-84.473,100.353,322.184,d_6,-0.470,0.624,0.441,0.577,-0.534,0.246,0.045,-0.590,0.353,0.134,0.514,0.287,-0.008,0.050,0.213,-0.003,-0.094,-0.074,0.016,0.012,-0.130,-0.039,0.001,0.000,-0.000
106.249,6.916,131.041,-84.104,99.221,325.997,d_6,-0.470,0.590,0.389,0.510,-0.529,0.242,0.040,-0.588,0.348,0.126,0.512,0.301,-0.007,0.052,0.228,-0.003,-0.098,-0.079,0.017,0.012,-0.134,-0.038,0.000,0.000,-0.000
106.211,6.977,130.953,-84.394,97.844,330.248,d_6,-0.469,0.559,0.330,0.432,-0.530,0.240,0.033,-0.609,0.350,0.109,0.517,0.309,-0.006,0.052,0.235,-0.003,-0.103,-0.081,0.018,0.010,-0.127,-0.034,0.000,0.000,-0.000
106.172,7.036,130.896,-84.802,96.362,334.082,d_6,-0.469,0.534,0.273,0.357,-0.532,0.236,0.027,-0.629,0.354,0.083,0.523,0.316,-0.008,0.052,0.242,-0.003,-0.107,-0.083,0.018,0.009,-0.118,-0.029,0.000,0.000,-0.000
105.739,3.410,136.682,54.827,-91.999,-63.583,a_5,-1.065,-0.770,-1.431,-1.873,0.000,-7.222,-1.885,0.026,0.040,0.306,0.551,-0.012,-0.005,-0.002,-0.032,-0.001,-0.153,0.011,0.007,0.000,0.195,0.006,-0.003,0.000,-0.000
104.945,3.961,136.505,54.754,-81.436,-289.895,a_5,-0.923,-0.445,1.482,1.940,-0.076,7.198,1.817,-0.046,0.095,-0.400,0.730,-0.091,-0.006,0.009,-0.193,-0.005,0.058,0.022,0.008,-0.028,-0.155,0.041,0.015,-0.000,-0.000
105.133,-0.501,138.097,68.409,-121.763,106.705,a_5,-0.670,0.465,0.024,0.032,-0.289,-5.394,-1.590,-0.143,0.250,0.673,1.257,-0.101,-0.039,-0.008,-0.349,-0.007,-0.391,0.102,0.052,-0.012,0.372,0.054,-0.009,-0.000,-0.000
103.571,-4.126,138.814,51.930,-110.690,-360.000,a_5,-0.654,-0.118,-1.543,-2.020,-0.099,-6.232,-1.710,-0.643,0.203,-0.538,0.925,0.077,0.069,-0.037,-0.208,-0.021,-0.725,0.044,0.082,-0.009,0.730,0.100,-0.032,0.000,-0.000
100.856,-4.876,140.000,53.116,-124.397,-319.351,a_5,-0.612,0.317,-0.907,-1.187,-0.198,-5.372,-1.548,-0.611,0.250,-0.382,1.177,0.005,-0.175,-0.054,-0.240,-0.056,-0.791,0.093,0.110,-0.047,0.448,0.280,-0.055,0.000,-0.000
105.442,1.936,137.910,69.531,-54.004,233.554,a_5,-0.582,0.608,-0.060,-0.078,-0.353,5.590,1.517,0.051,0.247,-1.019,1.365,-0.180,0.013,0.003,-0.307,-0.004,0.147,0.098,0.030,-0.018,-0.338,0.036,0.005,0.000,-0.000
108.094,-7.802,140.000,61.880,-104.309,-71.492,a_5,-0.569,-0.778,-1.187,-1.554,-0.091,-6.604,-1.714,-0.353,0.193,-0.105,0.900,-0.200,0.175,0.012,-0.943,0.017,-0.837,0.065,0.097,0.015,1.190,-0.103,0.031,0.000,-0.000
107.826,-4.579,140.000,61.080,-66.492,100.666,a_5,-0.524,-0.471,0.997,1.305,-0.213,6.311,1.525,0.358,0.114,-0.186,1.210,-0.122,-0.305,-0.016,-0.494,0.017,0.707,0.356,0.085,0.072,-1.123,-0.133,-0.022,0.000,-0.000
105.837,-4.163,134.353,86.667,-120.000,-197.461,a_5,-0.494,0.108,0.462,0.604,-0.352,-5.288,-1.520,0.840,0.109,0.962,1.400,0.089,0.437,0.034,-0.857,-0.001,-0.598,0.210,0.066,-0.002,0.624,0.006,-0.001,0.000,-0.000
111.205,-2.193,113.314,119.238,-120.000,78.884,a_5,-0.384,0.686,-0.435,-0.570,-0.344,-4.790,-1.484,-0.045,0.228,0.217,1.486,1.698,1.841,0.223,-0.991,0.035,0.126,0.210,0.052,0.155,0.229,-0.489,0.054,0.000,-0.000
