q1,q2,q3,q4,q5,q6,d_nom,d_est,d_encoder,diff
0.68101556,0.03317233,2.19788288,-0.66024690,1.57061656,-0.68084779,-0.26121539,48.01481231,48.00901491
0.87057005,0.15342205,2.06069946,-0.64332518,1.57061656,-0.87039029,-0.35976729,60.98192254,60.97419833
1.04142914,0.35762126,1.78040042,-0.56740511,1.57061656,-1.04126137,-0.50470680,69.77489812,69.76095634
1.04142914,0.60824735,1.92020839,-0.95765941,1.57061656,-1.04126137,-0.47385724,88.29088991,88.28215169
0.25565755,-0.03438759,2.26540175,-0.66041556,1.57058172,-0.25551686,0.00007478,0.01191292,0.02815420
-0.66554039,0.66674641,1.79225386,-0.88814770,1.57057751,0.66570305,-0.00149040,88.28141504,88.27098647
-0.66553289,0.43793039,1.65630386,-0.52355228,1.57055953,0.66571785,-0.00093413,69.52477967,69.52140321
-0.41298906,0.20914714,1.98999177,-0.62827895,1.57056062,0.41314518,0.00009732,59.72462481,59.71571320
-0.16235665,0.07087156,2.15741229,-0.65740469,1.57057390,0.16251536,0.00031202,44.94188503,44.93499122
-0.01486191,0.01691270,2.21479409,-0.66110612,1.57057662,0.01521855,0.00051358,32.30180643,32.31267956
0.46005431,-0.02858695,2.26000753,-0.66059326,1.57058858,-0.45987240,-0.00083535,26.27954552,26.27600533
0.68100389,0.03321601,2.19784921,-0.66020333,1.57058636,-0.68085080,-0.00161539,48.01658079,48.01208128
0.87055503,0.15344825,2.06066415,-0.64328215,1.57058073,-0.87037699,-0.00196729,60.98222743,60.97418710
1.04140762,0.35767333,1.78038632,-0.56740692,1.57057129,-1.04124640,-0.00240680,69.77729342,69.76215979
1.04140404,0.60826388,1.92018487,-0.95764374,1.57058408,-1.04123873,-0.00185724,88.29114017,88.28104753
