q1,q2,q3,q4,q5,q6,index,obj,a_6,d_6,alpha_6,a_5,theta_6,theta_5,a_4,alpha_5,d_5,alpha_4,beta_3,theta_4,alpha_3,a_3,theta_3,beta_2,alpha_2,a_2,d_4,theta_2,alpha_1,a_1,d_1,theta_1
-120.559,8.369,-107.806,-179.909,146.157,61.980,8.000,-0.063,-0.376,0.259,-0.856,-0.269,-0.424,0.705,0.021,-0.992,0.736,3.260,-2.735,-0.506,0.531,0.634,1.721,-2.606,1.469,0.288,-1.150,7.815,6.257,0.622,0.000,-0.000
-40.083,-27.162,75.743,179.909,-110.682,-18.924,8.000,-0.061,0.158,0.278,-0.679,0.014,0.178,-0.135,1.576,-1.313,0.608,1.577,-3.511,3.390,-2.905,0.945,-5.627,-1.263,-0.695,0.500,-0.624,0.710,4.894,0.182,0.000,-0.000
-129.488,30.270,-101.573,-179.909,115.313,123.412,8.000,-0.056,-0.084,0.259,-0.573,-0.599,-0.095,0.092,-0.058,0.230,0.671,1.766,-2.167,0.025,1.077,0.786,2.339,-2.856,2.767,0.366,-0.987,8.375,5.905,0.914,0.000,-0.000
-129.488,29.739,-105.194,-179.909,145.947,-179.909,8.000,-0.054,-0.475,0.259,-0.675,-0.137,-0.535,-0.032,-0.041,0.739,0.658,1.594,-1.721,0.466,1.256,0.767,2.826,-3.382,2.699,0.335,-1.047,8.429,5.858,0.845,0.000,-0.000
-100.563,44.691,-101.363,-37.160,-149.471,-179.909,8.000,-0.050,0.147,0.259,-0.785,-0.521,0.165,-0.686,1.411,0.881,0.575,1.070,-1.840,1.487,0.843,1.214,2.529,-2.707,4.331,0.144,-0.981,5.799,6.986,0.682,-0.000,-0.000
-129.488,41.767,-95.252,-179.908,126.516,125.964,8.000,-0.048,0.015,0.283,-0.815,-0.185,0.017,0.796,-0.107,0.455,0.576,1.000,-2.505,0.055,0.275,0.949,2.407,-1.431,3.635,0.429,-0.783,8.308,6.111,1.082,0.000,-0.000
-104.835,43.948,-111.180,-25.769,-149.831,-144.766,8.000,-0.048,0.009,0.259,-0.844,-0.595,0.010,-1.438,1.413,0.683,0.574,1.455,-1.017,1.742,0.586,1.107,3.310,-3.466,4.098,0.122,-1.048,6.277,6.864,0.628,0.000,-0.000
-129.488,41.003,-86.345,-179.063,133.364,82.752,8.000,-0.044,0.230,0.259,-0.848,0.049,0.259,1.365,-0.128,-0.251,0.520,0.963,-3.048,-0.688,-0.359,1.018,1.625,-0.261,3.710,0.483,-0.667,8.176,6.155,1.169,-0.000,-0.000
-105.816,44.691,-115.807,-25.302,-149.772,-93.837,8.000,-0.043,-0.252,0.259,-0.877,-0.665,-0.284,-2.015,1.416,-0.103,0.557,2.298,-0.107,2.431,0.688,1.115,4.233,-4.291,3.973,0.052,-1.112,6.461,6.794,0.520,0.000,-0.000
-129.440,40.912,-132.867,18.478,-148.519,-75.022,8.000,-0.041,-0.332,0.259,-0.852,-0.730,-0.374,-2.090,1.425,-0.509,0.587,2.946,0.489,2.804,0.060,0.653,5.325,-5.436,3.019,0.191,-1.173,8.571,5.762,0.658,0.000,-0.000
-128.933,14.302,-99.858,-179.909,148.046,-168.801,8.000,-0.041,-0.601,0.265,-0.634,-0.285,-0.677,-0.496,-0.004,0.982,0.508,2.003,-1.418,0.701,2.011,0.780,3.519,-3.837,1.815,0.256,-1.219,8.602,5.757,0.564,0.000,-0.000
-118.040,25.781,-81.851,-179.909,122.299,30.750,8.000,-0.040,-0.146,0.259,-0.576,-0.443,-0.164,0.005,-0.017,-0.950,0.462,2.254,-3.684,-0.857,0.915,1.041,0.946,-1.582,2.794,0.364,-0.932,7.363,6.540,0.900,0.000,-0.000
-129.458,27.902,-95.077,-179.909,118.407,-179.909,8.000,-0.039,-0.019,0.260,-0.759,-0.662,-0.022,-0.926,-0.028,1.023,0.493,1.553,-1.818,0.692,2.201,0.905,3.113,-3.691,2.578,0.312,-1.093,8.474,5.824,0.785,-0.000,-0.000
-127.665,25.084,-109.970,0.357,-149.810,179.909,8.000,-0.036,-0.128,0.259,-0.660,-0.782,-0.144,-1.126,1.416,1.031,0.487,1.995,-0.321,1.868,1.780,0.812,4.719,-4.624,2.423,0.212,-1.228,8.520,5.824,0.532,-0.000,-0.000
-116.080,14.094,-94.089,-171.426,125.232,71.592,8.000,-0.033,-0.154,0.259,-0.560,-0.610,-0.174,0.198,0.023,-0.217,0.379,2.372,-2.691,-0.244,1.220,0.907,2.008,-2.604,1.934,0.280,-1.133,7.406,6.463,0.607,-0.000,-0.000
-129.488,32.985,-102.687,-15.435,-147.912,135.075,8.000,-0.033,-0.083,0.259,-0.626,-0.710,-0.094,-0.238,1.425,0.800,0.436,1.921,-0.723,1.862,2.490,0.920,4.417,-4.675,2.762,0.247,-1.159,8.556,5.770,0.683,0.000,-0.000
-113.231,17.503,-90.844,-179.909,137.951,-179.909,8.000,-0.022,-0.349,0.259,-0.853,-0.459,-0.393,-0.581,0.046,1.411,0.263,1.502,-1.835,1.011,1.848,1.074,3.247,-3.068,2.222,0.224,-1.182,7.242,6.530,0.465,-0.000,-0.000
-129.488,-46.134,2.817,-96.993,-126.114,-100.192,8.000,-0.020,-0.942,0.259,-0.425,-0.735,-1.061,-2.118,1.504,1.476,-0.301,2.566,-0.958,3.364,3.273,1.495,5.892,0.655,-3.885,0.150,-1.252,9.475,5.698,-0.493,-0.000,-0.000
-129.488,-40.955,-8.784,-90.514,-125.529,-102.170,8.000,-0.020,-0.942,0.259,-0.424,-0.722,-1.062,-2.089,1.502,1.508,-0.299,2.550,-0.872,3.316,3.344,1.471,6.437,0.521,-3.239,0.164,-1.254,9.470,5.696,-0.487,-0.000,-0.000
129.488,-57.351,2.489,-93.789,-74.050,92.348,8.000,-0.019,0.919,0.259,-0.164,0.736,1.035,2.540,1.645,1.367,-0.324,-2.124,-6.836,3.631,-0.737,1.619,6.550,0.734,6.494,0.270,0.938,10.257,-1.720,-0.735,0.000,-0.000
129.488,-63.404,-9.117,134.890,72.516,-98.248,8.000,-0.019,0.423,0.259,-0.197,0.669,0.476,0.262,-0.225,1.439,-0.301,-2.140,-6.234,0.899,0.811,1.514,5.545,0.928,7.228,0.242,0.961,10.233,-1.702,-0.705,0.000,-0.000
-129.488,-53.503,-1.116,132.214,127.923,111.218,8.000,-0.019,-0.457,0.259,-0.479,-0.677,-0.515,0.065,-0.073,1.611,-0.263,2.488,-1.329,1.137,2.027,1.433,4.584,0.376,-4.768,0.109,-1.277,9.421,5.678,-0.424,0.000,-0.000
-129.488,-62.001,73.107,-127.165,-143.801,21.448,8.000,-0.007,-0.772,0.267,-0.425,-0.889,-0.870,-0.910,1.450,-0.419,0.099,3.840,-2.975,3.867,2.229,1.379,1.346,-1.211,-5.428,-0.020,-1.344,9.134,5.626,-0.056,0.000,-0.000
-129.488,-66.183,77.331,-139.201,-139.459,-24.537,8.000,-0.004,-0.823,0.259,-0.406,-0.804,-0.927,-1.617,1.425,-0.122,-0.057,3.558,-2.539,3.750,2.305,1.371,1.228,-1.222,-5.932,-0.051,-1.343,9.158,5.627,-0.088,0.000,-0.000
