q1,q2,q3,q4,q5,q6,index,d
163.96064758,-90.00000000,14.73541260,135.66741943,61.97662353,291.45561218,alpha_2,-1.00000000
163.31863403,-90.00000000,19.81727600,132.74093628,66.34162903,-86.24954224,alpha_2,-1.00000000
162.04147339,-90.00000000,20.47302246,131.97669983,68.17222595,-77.87452698,alpha_2,-1.00000000
164.82650757,-90.00000000,10.00854492,138.69689941,55.04150391,307.60551453,alpha_2,-1.00000000
162.32849121,-90.00000000,22.05024719,143.03581238,58.63265991,-43.44955444,alpha_2,-1.00000000
162.99453735,-90.00000000,21.11503601,127.14271545,66.02645874,246.19537354,alpha_2,-1.00000000
163.87756348,-90.00000000,14.03503418,124.24575806,62.30964661,-107.18673706,alpha_2,-1.00000000
163.30696106,-90.00000000,23.79432678,125.47073364,60.32112122,220.78742981,alpha_2,-1.00000000
165.27351379,-90.00000000,16.57562256,123.89076233,59.02267456,-130.66383362,alpha_2,-1.00000000
160.65170288,-90.00000000,28.44154358,138.40438843,69.25300598,302.35336304,alpha_2,-1.00000000
109.58244324,-25.05775452,152.19291687,-38.22898865,93.71955872,164.41589355,a_2,-1.00000000
109.13131714,-31.96060181,152.68043518,-29.99954224,85.87463379,-235.73638916,a_2,-1.00000000
103.41362000,32.17277527,90.15586853,-31.49642944,84.96826172,-19.59892273,a_2,-1.00000000
103.25294495,24.48989868,100.88470459,-28.89953613,92.61749268,-22.90443420,a_2,-1.00000000
102.52166748,38.04840088,75.40809631,-15.49552917,81.11961365,359.99931335,a_2,-1.00000000
103.03184509,43.10073853,67.71835327,-16.33598328,74.41932678,-359.99931335,a_2,-1.00000000
102.68096924,41.03187561,74.47631836,-12.16186523,94.42955017,208.24447632,a_2,-1.00000000
102.72079468,37.74490356,71.47842407,4.23385620,86.33125305,-13.04557800,a_2,-1.00000000
103.19046021,32.90336609,87.22526550,-12.90756226,103.57292175,244.64836121,a_2,-1.00000000
102.78259277,36.73965454,72.85240173,10.25848389,92.72598267,332.98255920,a_2,-1.00000000
249.73640442,-45.00000000,-12.66860962,143.93737793,73.51020813,13.45069885,theta_2,-1.00000000
249.62654114,-43.94393921,-7.63961792,101.94557190,66.82434082,151.51657104,theta_2,-1.00000000
249.82292175,-45.00000000,-19.68887329,86.57295227,58.46443176,-248.22372437,theta_2,-1.00000000
249.73777771,-45.00000000,-4.25994873,71.46469116,81.39221191,191.50474548,theta_2,-1.00000000
249.70069885,-45.00000000,-75.12931824,-45.70999146,-87.46971130,173.06968689,theta_2,-1.00000000
249.84695435,-45.00000000,-17.38449097,81.86599731,57.66242981,-279.06784058,theta_2,-1.00000000
249.74876404,-45.00000000,-8.83987427,64.50485229,92.31399536,305.57853699,theta_2,-1.00000000
249.69451904,-45.00000000,-73.48548889,-48.89877319,-81.52267456,187.81951904,theta_2,-1.00000000
249.69177246,-45.00000000,-72.30445862,-52.74673462,-79.96192932,-168.84681702,theta_2,-1.00000000
249.82360840,-45.00000000,-8.07151794,79.82940674,60.67062378,-252.12867737,theta_2,-1.00000000
249.76181030,-45.00000000,-4.94796753,87.48550415,62.23617554,-273.02673340,theta_2,-1.00000000
249.10881042,-45.00000000,-29.86564636,140.10932922,66.00654602,36.36749268,theta_2,-1.00000000
