q1,q2,q3,q4,q5,q6,index,d
106.49777466,2.21089733,138.76553294,-70.27731060,89.78278820,196.59714070,alpha_6,101.10000000
106.35897350,2.39189138,138.50506919,-70.26632543,89.26133248,-168.41601318,alpha_6,100.85000000
106.22076774,2.47415123,138.55855758,-70.89313401,88.74275246,-173.14494124,alpha_6,100.95000000
106.03338362,2.56490374,138.51484751,-71.19427018,88.18787834,-178.35844201,alpha_6,101.15000000
104.46805752,13.44999039,119.89252711,-51.74680738,101.90396213,296.09417253,a_6,101.70000000
105.11544482,-0.31361824,138.57932941,-61.20700612,114.22126070,244.84236313,a_6,94.65000000
107.89012943,0.38476158,139.11145212,-62.38020457,57.05508254,123.34630517,a_6,106.10000000
108.09051573,-1.49209146,140.79525326,-60.75737148,56.82051813,110.33271951,a_6,106.20000000
106.74761316,5.73067113,128.22155982,-58.43892840,71.54312590,48.92651395,a_6,94.45000000
106.60229856,5.87165056,128.04778207,-57.53722913,72.01156680,44.89169613,a_6,94.60000000
105.73605592,5.74182012,129.05308201,-64.03861843,101.09029976,-63.08712609,a_6,101.25000000
105.68077725,5.64417178,129.54731982,-65.92236362,101.39599213,-66.63110095,a_6,101.30000000
107.82502910,1.20499291,138.38793869,-63.20791729,57.18660169,-230.80594264,a_6,106.05000000
107.95841526,0.43718587,139.05519393,-62.52537269,56.79015120,-236.11234433,a_6,106.10000000
106.86630356,5.56751143,128.34156713,-59.62498526,70.65012583,-305.27291834,a_6,94.05000000
106.34165162,6.57154848,131.67318011,-84.73066891,105.87954953,-64.47637838,d_6,159.80000000
106.32019367,6.51459253,131.69163438,-85.17540234,105.95247055,-65.64356941,d_6,160.50000000
106.32520584,6.59107053,131.69044526,-84.39542514,105.11754277,-58.66937788,d_6,164.45000000
106.36970509,6.53263651,131.79257634,-85.71328270,106.38279033,-70.47370756,d_6,156.10000000
106.30946300,6.68198704,131.48708356,-83.84659154,103.65062862,-50.58032388,d_6,171.85000000
106.26748712,6.77686007,131.40766330,-84.15574487,101.65155328,317.68795320,d_6,181.15000000
106.25104712,6.78274108,131.26738063,-84.47240957,100.35112695,322.18563502,d_6,187.45000000
106.24701983,6.91849218,131.03865327,-84.10222647,99.21823569,325.99853259,d_6,190.10000000
106.20733961,6.97890859,130.95082154,-84.39346002,97.84184690,330.24974592,d_6,194.50000000
106.16963410,7.03800777,130.89322602,-84.80074558,96.36038343,334.08376979,d_6,198.45000000
106.22614796,0.78781124,137.95659591,70.70996048,-119.21958184,117.59227314,theta_5,101.95000000
105.85665767,4.15948236,136.36926577,57.08988266,-90.67438504,288.14014004,theta_5,95.90000000
103.29771048,-4.22387436,140.62827437,47.99464235,-69.32979318,360.00117192,theta_5,109.25000000
105.52309288,3.91514368,137.04748249,72.11608458,-56.05702144,-140.95389695,theta_5,97.45000000
105.28658648,4.70613372,136.09652686,56.50423377,-81.35688441,-283.82311141,theta_5,105.35000000
103.77456015,-4.03050192,138.97364864,51.93551875,-110.35910885,-359.99922456,theta_5,92.45000000
111.20235813,-2.19077074,113.31241920,119.23964221,-120.00164691,78.88676668,a_5,171.40000000
