q1,q2,q3,q4,q5,q6,index,obj,alpha_6,theta_6,a_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,alpha_3,a_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
-87.033,35.399,52.249,70.000,135.342,-166.108,a_1,-1.214,-0.978,-0.838,-0.640,0.402,1.478,0.427,-2.246,0.965,0.631,-0.669,-3.131,-1.378,1.783,-8.386,-0.295,-1.051,0.279,0.569,3.774,-1.289,0.908,1.854,0.000,-0.000
256.636,41.420,60.059,-133.387,-90.321,-39.873,a_1,-1.213,-1.287,-0.437,-0.334,0.617,-2.408,-0.461,-2.881,0.633,0.968,1.350,0.321,-1.850,1.635,-5.966,-0.447,-1.194,-0.673,0.598,4.458,-4.238,0.024,1.744,0.000,-0.000
-47.212,62.902,13.609,-84.999,-144.530,-167.266,a_1,-1.212,-1.060,1.384,1.057,0.435,-1.751,-0.443,-2.779,1.122,-0.079,1.275,-1.442,-1.114,1.797,-5.596,-0.100,-2.803,3.765,0.710,3.006,4.154,2.817,1.833,0.000,-0.000
-83.732,54.460,16.025,70.000,126.071,198.157,a_1,-1.210,-0.957,-0.388,-0.296,0.526,0.549,0.209,-3.679,1.341,1.283,-0.646,-4.566,-1.614,1.781,-7.797,-0.343,-1.665,0.471,0.757,2.617,-1.751,0.753,1.893,-0.000,-0.000
269.963,70.000,-47.129,-85.039,-77.314,-194.362,a_1,-1.210,-1.394,-0.555,-0.424,0.311,0.068,-0.078,0.654,0.188,1.980,1.135,-3.527,1.579,1.501,-1.593,-0.667,-3.151,-0.929,0.671,4.746,-5.977,0.589,1.707,0.000,-0.000
267.591,69.952,-34.857,47.485,143.303,113.973,a_1,-1.209,-0.117,-1.255,-0.959,-0.260,0.139,-0.025,-6.497,1.878,3.952,0.124,-3.801,-1.939,1.664,-3.282,-0.184,-0.005,0.473,0.731,4.147,-0.272,0.804,1.841,-0.000,-0.000
-81.446,76.968,16.198,-102.755,-90.019,-180.000,a_1,-1.208,-1.769,-0.345,-0.264,0.860,-0.415,-0.123,-1.887,0.891,0.823,1.095,-2.706,-2.192,1.643,-8.192,-0.534,-3.285,-0.058,0.940,0.227,-4.337,0.040,1.909,0.000,-0.000
265.441,68.995,-24.311,134.132,90.000,-131.340,a_1,-1.205,-1.460,-0.534,-0.408,0.519,-3.113,-0.634,-0.262,0.416,1.740,-0.519,-1.250,0.586,1.718,-1.264,-0.634,-3.498,-1.218,0.665,4.995,-5.909,0.399,1.695,-0.000,-0.000
-84.356,51.446,3.663,70.000,107.877,153.119,a_1,-1.203,-0.926,-0.531,-0.406,0.472,0.207,-0.103,-4.201,1.490,1.560,-0.482,-4.896,-1.330,1.782,-6.438,-0.355,-1.864,0.447,0.696,3.721,-1.745,0.974,1.849,0.000,-0.000
267.810,51.817,16.936,70.000,115.793,141.193,a_1,-1.201,-1.246,-0.799,-0.610,0.538,1.100,0.089,-3.778,1.334,1.629,-0.627,-4.572,-1.420,1.785,-7.536,-0.306,-0.678,0.076,0.731,2.956,-1.927,0.509,1.872,0.000,-0.000
-89.724,27.566,64.531,70.000,133.843,-190.970,a_1,-1.201,-1.168,-0.870,-0.665,0.362,1.929,0.436,-1.754,0.843,0.330,-0.639,-2.681,-1.100,1.763,-8.432,-0.257,-0.688,0.184,0.473,4.313,-1.026,0.909,1.831,-0.000,-0.000
269.659,37.327,45.134,97.539,80.000,-203.690,a_1,-1.199,-1.292,0.377,0.288,0.443,-2.054,-0.713,0.041,0.404,1.142,-0.484,-0.817,-1.729,1.778,-5.254,-0.560,-3.246,-0.131,0.535,5.297,-4.255,0.770,1.714,0.000,-0.000
238.518,53.604,11.454,-85.000,-114.347,-160.646,a_1,-1.198,-1.098,0.369,0.282,0.386,-4.287,-1.099,-1.584,0.838,1.434,1.400,-0.459,-0.968,1.776,-2.600,-0.326,0.568,-2.064,0.608,5.115,-4.407,-0.869,1.627,-0.000,-0.000
268.197,49.452,61.449,-132.490,-95.000,-8.924,a_1,-1.197,-1.442,-0.164,-0.126,0.686,-1.461,-0.368,-3.898,0.807,1.280,1.304,0.736,-2.408,1.554,-6.591,-0.511,-2.165,-0.291,0.686,3.556,-4.212,0.437,1.807,-0.000,-0.000
-73.246,42.357,19.808,70.000,162.105,-187.038,a_1,-1.196,-0.292,-0.920,-0.703,-0.063,3.132,0.787,-3.842,1.298,1.323,-0.500,-2.994,-1.334,1.889,-5.584,-0.139,-0.948,1.351,0.585,5.084,1.924,2.191,1.812,-0.000,-0.000
-72.374,30.695,68.774,-139.972,-95.000,-57.261,a_1,-1.196,-1.115,-0.140,-0.107,0.552,-1.108,-0.055,-2.473,0.619,0.611,1.327,-0.622,-1.949,1.676,-7.140,-0.460,-3.107,0.660,0.478,4.766,-1.703,1.840,1.777,0.000,-0.000
245.058,52.451,-18.733,-83.941,-102.852,220.001,a_1,-1.195,-1.276,-0.219,-0.167,0.365,-3.500,-0.791,0.001,0.413,0.499,1.457,-1.320,-0.486,1.761,-0.188,-0.305,-0.336,-1.748,0.534,6.849,-3.506,-0.527,1.573,-0.000,-0.000
269.917,69.356,-27.114,-105.060,-80.000,-211.042,a_1,-1.193,-1.500,-0.173,-0.132,0.346,0.054,-0.132,0.557,0.146,2.213,0.991,-4.081,0.552,1.606,-3.925,-0.665,-3.694,-0.928,0.754,3.375,-6.146,0.340,1.769,0.000,-0.000
-67.237,78.167,0.000,-9.614,180.000,65.832,a_1,-1.193,-0.560,-0.872,-0.666,-0.146,-0.204,-0.108,-7.030,1.958,3.476,0.370,-1.357,-1.452,1.790,-5.613,-0.070,-0.710,3.066,0.844,2.034,2.776,1.461,1.937,-0.000,-0.000
264.748,25.727,50.952,99.304,80.000,90.538,a_1,-1.191,-0.968,0.301,0.230,0.436,-1.036,-0.635,-0.938,0.409,0.868,-0.464,-1.754,-1.371,1.822,-5.561,-0.477,-2.380,-0.122,0.414,5.992,-3.524,0.638,1.686,0.000,-0.000
251.498,25.582,48.880,105.539,80.000,-280.411,a_1,-1.190,-0.904,0.272,0.208,0.388,-0.877,-0.583,-0.572,0.261,0.831,-0.395,-1.245,-1.052,1.813,-4.597,-0.430,-1.543,-0.548,0.400,6.363,-4.130,-0.185,1.619,-0.000,-0.000
257.925,52.269,-13.328,99.044,79.999,108.784,a_1,-1.190,-1.081,-0.602,-0.460,0.535,-1.077,-0.637,-3.300,1.125,1.356,-0.553,-4.396,-0.152,1.692,-3.797,-0.473,-1.659,-0.940,0.648,4.920,-4.490,0.106,1.721,0.000,-0.000
-84.895,31.681,33.674,70.000,121.487,-216.849,a_1,-1.190,-1.095,-0.695,-0.531,0.409,1.664,0.233,-3.164,1.224,1.301,-0.522,-3.711,-1.212,1.877,-6.539,-0.264,-1.181,0.411,0.496,5.266,-0.526,1.380,1.791,-0.000,-0.000
-70.174,73.660,21.998,-104.186,-80.000,19.597,a_1,-1.188,-1.567,0.547,0.418,0.609,1.288,0.220,-4.629,1.044,1.453,1.188,0.696,-1.945,1.658,-5.310,-0.607,-5.226,0.783,0.773,2.394,-3.994,0.974,1.836,0.000,-0.000
263.485,69.168,-41.134,68.001,159.063,358.633,a_1,-1.188,-0.810,0.542,0.414,-0.247,0.624,0.136,-6.367,1.794,3.491,-0.097,-4.879,-1.780,1.561,-3.654,-0.222,0.016,-0.011,0.744,3.912,-1.120,0.526,1.835,0.000,-0.000
-71.854,62.949,7.050,-70.000,-116.713,-317.043,a_1,-1.188,-1.193,-0.524,-0.400,0.392,-0.454,-0.374,-5.192,1.333,1.315,1.325,2.472,-0.353,1.872,-1.019,-0.405,-3.538,1.653,0.585,5.982,-0.904,2.339,1.718,0.000,-0.000
-75.414,65.524,0.000,35.364,174.023,-280.482,a_1,-1.187,-0.690,-0.761,-0.581,-0.208,1.721,0.402,-6.459,1.832,3.324,-0.175,-2.825,-1.699,1.822,-5.684,-0.107,-0.380,1.924,0.779,3.133,1.889,1.472,1.905,-0.000,-0.000
-68.443,69.957,0.000,6.832,179.970,87.263,a_1,-1.187,-0.354,-0.943,-0.720,-0.225,0.576,0.094,-6.836,1.942,3.501,0.224,-1.423,-1.427,1.835,-4.826,-0.081,-0.768,2.747,0.770,3.243,2.784,1.867,1.896,0.000,-0.000
-76.183,37.235,39.688,70.000,161.871,205.442,a_1,-1.187,-0.224,-0.759,-0.580,0.006,2.902,0.801,-3.286,1.125,0.725,-0.612,-3.328,-1.263,1.851,-7.553,-0.176,-0.940,0.910,0.572,4.265,0.989,1.719,1.853,0.000,-0.000
-75.722,35.674,50.085,93.223,90.000,180.023,a_1,-1.185,-1.433,0.293,0.224,0.478,-1.953,-0.564,-0.120,0.479,0.780,-0.478,-1.029,-2.006,1.759,-6.065,-0.564,-4.027,0.517,0.514,4.970,-3.086,1.596,1.741,-0.000,-0.000
257.387,27.942,51.031,67.517,163.133,-189.194,a_1,-1.185,-0.232,-1.379,-1.054,-0.254,2.643,0.662,-3.061,1.015,1.170,-0.570,-2.633,-0.667,1.820,-6.877,-0.178,0.499,-0.169,0.454,5.140,-1.094,0.356,1.760,-0.000,-0.000
265.172,69.979,-52.819,69.999,135.796,69.679,a_1,-1.185,-0.686,-1.040,-0.795,-0.195,0.438,0.020,-6.404,1.828,3.674,0.046,-4.497,-1.907,1.486,-2.393,-0.198,-0.228,0.200,0.700,4.652,-0.580,0.735,1.810,-0.000,-0.000
251.894,23.926,63.714,70.000,128.637,205.164,a_1,-1.184,-0.797,-1.082,-0.827,0.317,0.789,0.281,-1.640,0.800,0.938,-0.601,-2.455,-0.979,1.747,-7.392,-0.317,-0.294,-0.355,0.412,4.843,-2.953,-0.099,1.730,0.000,-0.000
266.212,57.191,-21.979,90.704,90.000,-175.182,a_1,-1.184,-0.856,-0.023,-0.017,0.464,-1.982,-0.545,-3.379,1.336,1.059,-0.464,-4.261,0.204,1.656,-3.411,-0.545,-2.675,-0.615,0.668,4.814,-4.683,0.500,1.736,0.000,-0.000
-68.690,64.619,7.689,52.860,-179.999,121.907,a_1,-1.184,-0.532,-0.882,-0.674,-0.186,3.090,0.778,-5.499,1.587,2.077,-0.502,-2.956,-1.635,1.812,-6.584,-0.084,-0.733,2.347,0.797,2.616,2.581,1.614,1.920,0.000,-0.000
-68.188,77.677,0.000,4.488,179.980,-269.944,a_1,-1.183,-0.453,-0.934,-0.714,-0.139,0.588,0.105,-7.023,1.965,3.470,0.134,-1.783,-1.550,1.784,-5.967,-0.077,-0.662,2.907,0.857,1.860,2.595,1.352,1.943,0.000,-0.000
-58.780,69.845,12.422,-53.377,177.491,-219.980,a_1,-1.183,0.236,0.619,0.473,-0.137,-2.082,-0.612,-5.680,1.647,2.035,0.969,-1.654,-1.258,1.783,-6.385,-0.047,-1.326,3.341,0.815,2.181,3.719,1.878,1.915,0.000,-0.000
256.771,49.292,13.368,68.420,114.822,-177.146,a_1,-1.183,-0.841,-0.721,-0.551,0.450,-0.072,-0.037,-3.619,1.350,1.796,-0.544,-4.371,-0.995,1.765,-6.399,-0.395,-0.749,-0.707,0.685,3.614,-3.776,0.021,1.792,0.000,-0.000
-87.769,37.482,52.455,70.000,110.292,180.105,a_1,-1.182,-1.429,-0.411,-0.314,0.659,-0.158,-0.072,-1.803,0.930,0.801,-0.686,-3.065,-1.831,1.748,-8.444,-0.423,-1.928,0.101,0.594,3.455,-2.818,0.689,1.841,0.000,-0.000
256.410,35.998,59.353,70.000,109.554,165.950,a_1,-1.182,-1.481,-0.696,-0.532,0.620,0.207,-0.053,-1.403,0.796,0.939,-0.693,-2.647,-1.463,1.689,-8.371,-0.384,-0.610,-0.436,0.579,3.390,-3.568,-0.001,1.802,0.000,-0.000
-70.903,51.875,75.411,-138.725,180.000,60.029,a_1,-1.181,0.103,-0.386,-0.295,-0.126,-3.671,-1.038,-3.503,1.000,0.135,1.218,-0.343,-0.549,1.421,-9.519,-0.141,-1.311,1.406,0.766,1.827,1.414,1.185,1.944,0.000,-0.000
268.422,46.691,14.358,68.479,169.473,-116.396,a_1,-1.181,0.333,0.115,0.088,-0.229,2.277,0.615,-4.746,1.411,2.113,-0.518,-4.346,-1.383,1.825,-6.588,-0.198,0.026,0.299,0.657,4.063,-0.468,0.820,1.845,0.000,-0.000
-68.042,49.318,21.395,69.617,-180.000,-168.702,a_1,-1.181,0.082,-0.792,-0.605,-0.252,3.595,0.939,-4.109,1.259,0.932,-0.589,-3.032,-1.411,1.856,-6.567,-0.102,-0.977,1.836,0.669,3.894,2.578,2.116,1.866,0.000,-0.000
-71.418,48.419,63.929,-111.553,180.000,102.442,a_1,-1.180,0.276,0.195,0.149,-0.184,-3.500,-0.998,-4.269,1.247,0.995,1.226,-0.805,-0.633,1.598,-8.723,-0.131,-1.091,1.384,0.713,2.633,1.640,1.461,1.920,0.000,-0.000
264.669,33.694,42.569,97.213,80.000,154.103,a_1,-1.177,-1.242,0.264,0.202,0.446,-1.945,-0.704,-0.001,0.437,1.187,-0.481,-0.860,-1.417,1.809,-4.539,-0.544,-2.995,-0.294,0.488,5.958,-4.376,0.566,1.669,-0.000,-0.000
-72.020,54.666,29.932,70.000,179.194,-185.297,a_1,-1.175,-0.307,-1.001,-0.764,-0.167,3.598,0.940,-3.844,1.150,0.505,-0.726,-3.365,-1.424,1.788,-8.375,-0.113,-0.631,1.593,0.767,2.348,1.828,1.354,1.931,0.000,-0.000
-88.520,21.412,88.489,69.999,128.885,188.153,a_1,-1.174,-1.281,-0.809,-0.618,0.409,0.974,0.266,-0.594,0.543,-0.164,-0.584,-1.725,-1.442,1.593,-9.176,-0.333,-1.146,0.137,0.399,4.175,-1.764,0.878,1.828,0.000,-0.000
-69.469,61.064,0.000,-19.662,-180.000,-171.974,a_1,-1.174,0.310,1.070,0.817,-0.277,-1.621,-0.467,-6.189,1.818,3.054,0.819,-2.198,-1.521,1.856,-4.632,-0.099,-0.895,2.334,0.709,4.120,2.637,2.122,1.858,-0.000,-0.000
-69.321,63.348,14.418,-15.567,180.000,-219.775,a_1,-1.173,0.253,-0.318,-0.243,-0.219,-0.485,-0.180,-6.717,1.933,3.412,0.477,-1.598,-1.265,1.827,-5.893,-0.095,-0.822,2.307,0.765,3.158,2.508,1.779,1.900,0.000,-0.000
-67.803,68.593,0.074,32.647,-180.000,90.548,a_1,-1.173,-0.593,-0.792,-0.605,-0.200,2.031,0.486,-6.455,1.834,3.043,-0.181,-2.384,-1.628,1.819,-5.613,-0.075,-0.755,2.679,0.790,2.871,2.830,1.759,1.910,-0.000,-0.000
270.000,70.000,10.499,-88.096,-60.068,-31.181,a_1,-1.173,-0.967,0.622,0.475,0.371,0.401,0.206,-4.294,1.056,1.400,1.308,1.762,-1.185,1.754,-2.342,-0.638,-4.169,-0.831,0.700,4.332,-5.670,0.543,1.738,-0.000,-0.000
252.121,11.369,98.579,70.000,121.970,-186.630,a_1,-1.171,-1.222,-0.902,-0.689,0.282,1.016,0.205,-0.127,0.415,-0.011,-0.491,-1.054,-0.954,1.545,-8.208,-0.252,-0.197,-0.100,0.246,5.133,-2.120,-0.019,1.727,0.000,-0.000
-83.094,17.992,77.211,70.000,121.307,184.642,a_1,-1.171,-1.290,-0.561,-0.429,0.492,0.587,0.144,-0.962,0.712,0.284,-0.572,-2.025,-1.575,1.731,-8.086,-0.382,-1.865,0.237,0.340,5.107,-1.689,1.346,1.780,-0.000,-0.000
-78.311,47.971,0.220,69.999,104.438,143.925,a_1,-1.171,-0.802,-0.483,-0.369,0.402,0.145,-0.156,-4.468,1.544,1.519,-0.391,-5.026,-1.310,1.784,-5.931,-0.349,-2.349,0.813,0.645,4.341,-1.046,1.461,1.826,0.000,-0.000
269.760,32.525,74.527,69.999,114.202,-205.266,a_1,-1.170,-1.624,-0.352,-0.269,0.613,0.809,0.054,-1.055,0.668,0.185,-0.682,-2.403,-1.639,1.624,-9.579,-0.347,-1.043,0.084,0.552,3.113,-2.216,0.582,1.864,0.000,-0.000
-85.944,15.766,83.163,70.000,119.175,171.953,a_1,-1.170,-1.369,-0.503,-0.384,0.481,0.762,0.122,-0.726,0.644,0.159,-0.561,-1.817,-1.465,1.698,-8.227,-0.362,-1.577,0.174,0.311,5.156,-1.697,1.199,1.779,-0.000,-0.000
-69.277,67.952,3.069,14.780,177.677,83.830,a_1,-1.170,-0.498,-0.888,-0.679,-0.209,1.059,0.225,-6.796,1.925,3.477,0.070,-1.957,-1.502,1.827,-5.465,-0.079,-0.669,2.551,0.782,3.029,2.691,1.748,1.906,-0.000,-0.000
269.585,70.000,-56.933,68.187,116.945,-258.189,a_1,-1.170,-0.291,-1.279,-0.977,-0.172,-0.189,-0.152,-6.451,1.872,3.238,0.146,-5.206,-1.615,1.410,-2.846,-0.250,-0.767,0.435,0.718,4.390,-0.889,0.891,1.827,0.000,-0.000
-56.454,41.746,55.702,-141.427,-95.000,-61.265,a_1,-1.169,-1.041,-0.010,-0.008,0.559,-0.130,0.206,-2.262,0.568,0.265,1.179,-1.668,-2.263,1.670,-8.074,-0.436,-4.167,1.430,0.587,3.210,-0.599,2.121,1.818,-0.000,-0.000
256.250,30.753,66.689,-111.055,-85.744,-111.131,a_1,-1.168,-1.150,-0.022,-0.017,0.530,-2.415,-0.373,-2.721,1.005,1.276,1.419,0.718,-1.634,1.669,-5.177,-0.420,-1.289,-0.473,0.468,5.777,-3.735,0.112,1.681,0.000,-0.000
-80.055,23.903,72.670,70.000,134.166,-198.882,a_1,-1.167,-1.303,-0.614,-0.469,0.397,2.163,0.460,-1.484,0.776,-0.133,-0.623,-2.576,-1.150,1.738,-8.892,-0.250,-1.164,0.412,0.429,4.313,-0.272,1.447,1.843,0.000,-0.000
-84.128,54.841,0.000,45.320,151.555,117.410,a_1,-1.167,-0.426,-1.134,-0.867,-0.121,1.555,0.308,-5.993,1.773,3.410,-0.159,-3.591,-1.648,1.829,-5.237,-0.146,-0.158,0.987,0.693,4.308,0.858,1.314,1.851,0.000,-0.000
-68.397,61.061,4.237,46.288,-180.000,89.529,a_1,-1.165,-0.653,-0.632,-0.483,-0.242,2.680,0.658,-5.902,1.698,2.610,-0.323,-2.734,-1.608,1.840,-5.618,-0.081,-0.786,2.360,0.740,3.513,2.821,1.972,1.885,0.000,-0.000
-84.577,27.778,52.826,70.000,162.041,-139.359,a_1,-1.164,-0.049,-0.741,-0.566,-0.067,2.683,0.757,-2.983,1.019,0.644,-0.606,-3.265,-1.038,1.841,-7.858,-0.198,-0.596,0.401,0.468,4.747,0.068,1.342,1.826,-0.000,-0.000
-68.517,77.418,0.000,45.566,-180.000,117.418,a_1,-1.164,-0.634,-0.891,-0.680,-0.092,2.740,0.692,-6.075,1.708,2.429,-0.505,-3.139,-1.838,1.752,-7.219,-0.079,-0.586,2.708,0.905,1.085,2.400,1.041,1.964,-0.000,-0.000
-69.650,35.923,19.210,70.000,122.356,158.719,a_1,-1.164,-0.854,-0.421,-0.322,0.384,1.351,0.215,-3.494,1.359,1.242,-0.427,-3.865,-1.408,1.877,-5.695,-0.276,-2.338,1.166,0.515,5.407,0.740,2.418,1.773,0.000,-0.000
269.986,70.000,-58.739,62.849,121.613,50.410,a_1,-1.163,-0.621,-0.952,-0.728,-0.285,-0.500,-0.195,-6.620,1.887,3.264,0.268,-5.049,-1.587,1.400,-2.553,-0.250,-0.830,0.472,0.707,4.572,-0.832,0.946,1.819,0.000,-0.000
255.003,26.065,35.339,-129.610,-95.000,-131.093,a_1,-1.163,-1.218,-0.779,-0.595,0.286,-2.530,-0.524,0.745,0.137,0.151,1.243,-2.896,-0.709,1.856,-4.906,-0.371,-1.205,-0.396,0.409,6.301,-3.224,0.104,1.655,0.000,-0.000
250.957,24.091,57.777,-135.387,-95.000,250.170,a_1,-1.162,-1.311,-0.755,-0.577,0.435,-3.172,-0.607,-0.285,0.328,0.233,1.317,-1.933,-0.968,1.781,-6.214,-0.338,-0.565,-0.429,0.400,5.545,-3.218,-0.156,1.684,-0.000,-0.000
252.769,60.612,-3.433,-85.000,-117.934,-13.113,a_1,-1.162,-1.061,-0.901,-0.688,0.329,-3.558,-0.939,-3.463,0.816,0.766,1.501,2.056,-1.013,1.871,0.454,-0.300,-0.555,-1.312,0.560,6.795,-2.703,0.033,1.625,0.000,-0.000
250.016,10.981,86.111,70.000,126.057,-202.690,a_1,-1.161,-1.164,-0.921,-0.703,0.241,1.732,0.333,-0.881,0.600,0.193,-0.529,-1.763,-0.546,1.675,-7.770,-0.197,0.131,-0.112,0.236,5.427,-1.739,-0.090,1.707,-0.000,-0.000
-89.967,25.881,49.987,103.838,80.000,65.276,a_1,-1.161,-0.809,0.184,0.141,0.409,-1.293,-0.663,-1.314,0.378,0.994,-0.447,-2.119,-1.510,1.823,-5.899,-0.510,-2.864,0.028,0.418,5.794,-3.453,0.929,1.702,0.000,-0.000
-67.760,25.214,63.423,70.000,123.270,169.051,a_1,-1.161,-1.340,-0.265,-0.202,0.543,1.251,0.236,-1.557,0.874,0.091,-0.584,-2.645,-1.635,1.781,-8.185,-0.335,-2.468,0.742,0.427,4.553,-0.122,2.168,1.807,-0.000,-0.000
-66.865,63.722,23.179,-105.489,-79.996,-339.360,a_1,-1.159,-1.397,0.626,0.478,0.516,1.512,0.268,-4.153,0.950,1.564,1.267,0.753,-1.563,1.717,-4.450,-0.617,-5.648,1.131,0.674,3.707,-3.503,1.615,1.775,0.000,-0.000
-87.826,15.006,95.670,69.313,125.612,-170.135,a_1,-1.159,-1.288,-0.751,-0.574,0.406,0.646,0.184,-0.321,0.491,-0.113,-0.535,-1.390,-1.540,1.574,-8.856,-0.365,-1.361,0.127,0.305,4.759,-1.935,1.001,1.796,0.000,-0.000
-62.046,72.869,0.000,-27.199,-180.000,-22.167,a_1,-1.159,-0.956,0.317,0.242,-0.162,-1.379,-0.382,-6.610,1.834,3.027,0.745,-1.655,-1.456,1.811,-5.344,-0.036,-0.918,3.424,0.800,2.606,3.698,1.945,1.909,0.000,-0.000
259.542,66.062,-49.105,63.546,139.423,-327.968,a_1,-1.157,-0.750,-0.504,-0.385,-0.309,-0.107,-0.084,-6.384,1.824,3.616,0.156,-4.490,-1.476,1.494,-2.244,-0.235,-0.088,-0.439,0.677,4.964,-1.491,0.417,1.771,-0.000,-0.000
-78.798,31.348,59.035,69.999,164.504,-161.033,a_1,-1.157,-0.350,-1.004,-0.767,-0.031,3.055,0.824,-2.600,0.920,0.060,-0.654,-3.019,-1.026,1.787,-8.718,-0.174,-0.713,0.634,0.522,3.956,0.642,1.487,1.868,0.000,-0.000
235.537,9.233,99.940,70.000,111.718,162.412,a_1,-1.156,-1.225,-0.880,-0.672,0.251,0.838,0.109,0.169,0.335,0.290,-0.417,-0.592,-0.729,1.481,-7.314,-0.188,0.501,-0.220,0.201,5.284,-2.547,-0.936,1.614,0.000,-0.000
-66.316,48.428,43.927,87.579,90.000,-176.291,a_1,-1.155,-1.578,0.483,0.369,0.606,-2.018,-0.550,-0.861,0.644,0.564,-0.606,-2.015,-2.502,1.694,-7.793,-0.550,-4.563,0.921,0.658,2.909,-2.755,1.393,1.829,-0.000,-0.000
-89.976,25.760,54.871,70.000,171.870,-223.937,a_1,-1.155,-0.540,-0.956,-0.730,-0.313,3.162,0.789,-3.078,0.988,0.637,-0.590,-2.958,-0.770,1.841,-7.543,-0.153,-0.013,0.249,0.439,5.075,0.147,1.127,1.805,-0.000,-0.000
260.103,22.576,68.810,87.781,80.000,-235.258,a_1,-1.154,-1.168,0.338,0.258,0.446,-1.325,-0.653,-0.143,0.363,1.003,-0.470,-0.964,-1.821,1.719,-6.236,-0.497,-2.040,-0.228,0.384,5.673,-4.090,0.280,1.683,0.000,-0.000
238.660,21.510,74.605,70.000,125.067,-214.746,a_1,-1.152,-1.228,-1.013,-0.774,0.247,1.712,0.299,-1.262,0.647,0.550,-0.574,-2.171,-0.356,1.636,-7.844,-0.198,1.041,-0.523,0.372,4.335,-2.630,-0.684,1.686,0.000,-0.000
244.035,25.853,55.830,-147.690,-93.823,-47.866,a_1,-1.152,-0.766,-1.123,-0.858,0.311,-3.095,-0.679,-0.565,0.124,0.106,1.203,-1.595,-0.908,1.757,-5.700,-0.345,-0.306,-0.698,0.412,5.517,-3.869,-0.585,1.641,-0.000,-0.000
256.060,18.426,89.998,69.999,99.454,152.273,a_1,-1.152,-1.514,-0.250,-0.191,0.538,-0.211,-0.243,-0.197,0.467,0.615,-0.557,-1.288,-1.712,1.567,-8.265,-0.396,-0.855,-0.188,0.348,4.645,-3.384,0.051,1.744,0.000,-0.000
-75.358,27.584,67.169,69.767,154.432,191.192,a_1,-1.151,-0.732,-0.929,-0.709,0.158,2.762,0.743,-2.017,0.838,-0.220,-0.639,-2.787,-1.079,1.756,-8.961,-0.203,-1.121,0.632,0.476,4.039,0.552,1.671,1.860,0.000,-0.000
-56.238,71.638,15.681,-105.062,-59.290,322.542,a_1,-1.151,-0.632,1.015,0.775,0.270,2.193,0.680,-3.759,0.952,1.445,1.175,0.005,-1.520,1.677,-5.309,-0.597,-6.396,1.906,0.707,2.519,-2.736,1.622,1.802,0.000,-0.000
-80.244,43.775,50.712,69.999,115.584,-219.889,a_1,-1.150,-1.635,-0.275,-0.210,0.696,1.391,0.138,-2.363,0.972,0.442,-0.751,-3.720,-1.747,1.728,-9.718,-0.301,-1.387,0.553,0.686,2.282,-1.105,0.842,1.913,0.000,-0.000
-90.000,19.946,56.718,69.680,164.156,165.096,a_1,-1.150,-0.333,-1.201,-0.917,-0.233,3.102,0.769,-2.757,0.974,0.687,-0.533,-2.473,-0.663,1.870,-6.641,-0.153,-0.184,0.216,0.355,6.044,0.246,1.300,1.752,0.000,-0.000
-83.234,10.298,91.764,70.000,132.444,195.391,a_1,-1.149,-1.094,-0.810,-0.619,0.343,1.091,0.324,-0.631,0.575,-0.152,-0.524,-1.620,-1.313,1.669,-8.359,-0.343,-1.543,0.180,0.234,5.413,-1.282,1.447,1.771,-0.000,-0.000
235.052,11.212,98.789,70.000,107.259,-226.212,a_1,-1.149,-1.393,-0.431,-0.329,0.327,1.114,0.075,-0.231,0.377,0.100,-0.457,-1.164,-0.508,1.477,-7.995,-0.167,0.731,-0.267,0.232,4.701,-2.371,-0.881,1.643,-0.000,-0.000
-80.379,17.517,80.792,69.999,108.037,156.760,a_1,-1.148,-1.467,-0.079,-0.060,0.570,0.214,-0.115,-0.839,0.673,0.280,-0.567,-1.991,-1.817,1.698,-8.357,-0.422,-2.143,0.263,0.334,4.917,-1.926,1.429,1.783,0.000,-0.000
247.783,10.345,98.578,69.405,138.656,-141.918,a_1,-1.148,-0.503,-1.345,-1.027,0.053,1.292,0.407,-0.699,0.449,-0.042,-0.506,-1.441,-0.707,1.546,-8.469,-0.208,0.132,-0.119,0.230,4.903,-1.978,-0.231,1.719,0.000,-0.000
-89.964,13.208,96.025,69.983,127.993,-205.654,a_1,-1.147,-1.394,-0.467,-0.357,0.354,1.727,0.316,-0.593,0.521,-0.518,-0.549,-1.825,-0.950,1.602,-9.237,-0.257,-0.795,0.116,0.283,4.676,-1.059,0.961,1.814,-0.000,-0.000
-46.745,60.808,4.524,-93.798,-79.987,186.875,a_1,-1.145,-1.162,-0.539,-0.412,0.445,2.126,0.572,-1.716,0.848,0.141,1.211,-2.256,-1.143,1.732,-5.487,-0.520,-6.354,2.607,0.625,3.117,-0.808,2.497,1.755,0.000,-0.000
-73.406,41.193,49.769,70.000,171.330,177.748,a_1,-1.145,-0.486,-1.011,-0.772,-0.074,3.517,0.914,-3.002,0.985,0.008,-0.702,-3.221,-1.144,1.776,-8.982,-0.132,-0.714,1.084,0.641,3.049,1.454,1.515,1.906,0.000,-0.000
