q1,q2,q3,q4,q5,q6,index,obj,alpha_6,theta_6,a_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,alpha_3,a_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
230.000,-89.386,-29.787,135.222,14.692,-35.537,a_1,-0.859,0.274,-0.522,-0.399,-0.000,-0.988,-0.256,3.269,-0.874,-0.838,-0.881,-0.006,4.601,0.453,7.583,0.558,-7.920,4.558,0.835,2.773,1.051,0.285,-1.669,-0.000,-0.000
222.061,35.875,102.115,-173.507,-80.000,36.051,a_1,-0.859,-1.196,-0.520,-0.397,0.685,-2.162,-0.800,-1.627,0.256,2.066,1.171,0.079,-3.374,1.018,-7.747,-0.556,1.156,-1.620,0.561,2.186,-7.766,-1.334,1.545,-0.000,-0.000
269.596,51.865,8.675,87.909,21.824,261.190,a_1,-0.856,-0.832,0.077,0.059,-0.233,-5.578,-1.500,-3.255,0.988,1.068,-0.618,-3.553,-0.495,1.690,-5.195,-0.806,-5.442,-0.858,0.661,3.800,-7.598,0.267,1.693,-0.000,-0.000
240.917,49.368,15.433,-155.437,-79.999,-270.699,a_1,-0.853,-0.523,0.616,0.471,-0.020,-1.836,-0.618,1.492,-0.303,3.872,0.577,-4.259,-0.258,1.630,-5.490,-0.723,-2.681,-2.158,0.683,3.170,-8.917,-0.952,1.611,0.000,-0.000
-48.525,-12.063,111.179,70.000,-180.000,34.114,a_1,-0.850,-0.740,1.577,1.205,-0.024,4.130,1.012,-2.715,0.754,-0.290,-0.577,-5.262,-1.558,1.669,-11.839,-0.243,-1.076,-0.223,-0.106,3.350,-0.137,2.815,1.810,-0.000,-0.000
-50.000,-70.361,155.000,-35.783,128.285,-326.440,a_1,-0.850,-0.458,-0.962,-0.735,-0.284,-2.043,-0.604,-6.227,1.775,3.791,0.622,-3.610,-1.252,1.707,-8.794,-0.552,0.294,-0.423,-0.923,3.872,-4.712,2.718,1.724,0.000,-0.000
241.950,-3.714,123.982,-168.616,-79.999,-256.434,a_1,-0.847,-1.311,-0.163,-0.125,0.485,-0.462,-0.463,0.043,0.195,2.830,1.299,-1.063,-4.149,1.288,-7.937,-0.741,-1.226,0.146,-0.003,4.837,-6.383,-1.019,1.534,0.000,-0.000
-43.736,-7.135,88.261,70.000,-179.999,15.446,a_1,-0.845,-0.463,1.687,1.289,-0.142,4.320,1.087,-3.049,0.868,0.234,-0.483,-4.787,-1.545,1.797,-9.571,-0.182,-1.490,-0.196,-0.026,4.800,1.834,4.068,1.701,0.000,-0.000
-66.372,20.212,109.210,-135.749,-80.000,-235.163,a_1,-0.842,-1.333,-0.954,-0.729,0.389,1.802,0.245,-3.110,1.092,1.172,1.150,-0.343,-5.128,1.191,-8.383,-0.926,-3.470,0.262,0.330,3.697,-6.419,1.313,1.641,0.000,-0.000
-35.622,67.106,8.851,70.000,135.924,55.680,a_1,-0.838,-1.751,0.598,0.457,0.691,3.672,0.739,-5.489,1.356,0.855,-0.727,-6.086,-2.880,1.625,-9.659,0.033,-2.762,3.828,0.877,-0.098,5.539,1.249,1.874,0.000,-0.000
235.432,66.961,-51.378,-70.000,-105.043,-342.423,a_1,-0.832,-0.553,-0.794,-0.607,0.256,-2.782,-0.899,-1.640,0.357,0.574,1.557,1.569,0.045,1.666,4.703,-0.302,-0.997,-3.569,0.397,8.079,-4.007,-1.345,1.400,-0.000,-0.000
230.000,-88.809,-13.698,102.517,32.181,226.986,a_1,-0.831,-0.269,1.597,1.220,0.320,-0.963,-0.161,2.600,-0.568,-2.325,-0.893,1.653,3.207,0.601,7.492,0.612,-8.551,4.765,0.835,2.861,1.257,0.315,-1.649,0.000,-0.000
-50.000,-57.994,136.299,33.912,151.168,46.695,a_1,-0.829,-1.330,0.070,0.053,0.274,2.126,0.346,-5.519,1.460,3.185,-0.266,-4.458,-1.772,1.767,-9.048,-0.493,-0.192,-0.845,-0.795,4.788,-3.462,3.293,1.686,0.000,-0.000
-38.341,-12.877,141.865,-84.999,-180.000,249.357,a_1,-0.829,-0.617,1.650,1.261,0.065,-1.175,-0.207,-5.849,1.755,3.052,0.701,-2.783,0.371,1.265,-11.298,-0.326,-1.797,-0.319,-0.107,3.363,-0.409,3.341,1.732,0.000,-0.000
-53.591,-4.469,98.458,161.766,-119.999,110.197,a_1,-0.828,-1.005,1.056,0.807,0.012,1.285,0.214,0.272,0.065,0.136,0.383,-5.800,-3.959,1.629,-11.781,-0.627,-2.829,-0.033,0.020,2.787,-3.411,1.850,1.771,0.000,-0.000
-40.581,38.769,14.158,70.000,94.741,320.851,a_1,-0.827,-1.522,0.373,0.285,0.426,-1.939,-0.386,-5.739,1.448,0.693,-0.388,-6.467,-2.756,1.689,-8.475,-0.446,-6.160,1.803,0.522,2.751,0.247,2.667,1.755,0.000,-0.000
-51.040,-20.873,128.721,154.870,-120.000,-174.681,a_1,-0.822,-1.261,-0.427,-0.326,0.129,0.831,0.211,0.450,0.109,-1.207,0.429,-5.260,-3.333,1.499,-12.407,-0.666,-1.301,-0.239,-0.221,2.276,-4.379,1.644,1.767,-0.000,-0.000
230.000,-86.268,-29.124,156.518,19.750,-27.998,a_1,-0.822,0.619,-0.662,-0.506,0.000,-0.431,-0.110,4.781,-1.283,0.757,-0.706,0.868,4.462,0.471,8.188,0.511,-8.125,4.171,0.830,2.796,0.862,0.241,-1.684,-0.000,-0.000
213.389,24.161,126.317,-164.066,-80.000,63.021,a_1,-0.821,-1.106,-1.062,-0.812,0.513,-1.869,-0.848,-2.896,0.777,0.886,1.373,2.547,-3.451,0.712,-4.693,-0.414,2.516,-1.455,0.356,4.630,-6.670,-2.226,1.380,0.000,-0.000
-47.334,31.068,46.771,-85.000,-132.477,336.701,a_1,-0.821,-1.038,0.249,0.190,0.157,-1.136,-0.257,-5.016,1.308,1.937,1.423,2.834,0.614,1.815,-1.621,-0.220,-3.139,2.350,0.356,7.432,4.140,5.288,1.501,0.000,-0.000
-41.850,-29.646,125.749,142.320,-120.000,-53.901,a_1,-0.820,0.132,-0.236,-0.180,-0.105,1.464,0.429,-0.281,0.143,-0.419,0.269,-4.675,-3.494,1.519,-10.808,-0.757,-1.627,-0.608,-0.311,3.177,-4.568,2.543,1.636,-0.000,-0.000
-28.244,-13.838,112.158,69.998,153.802,356.620,a_1,-0.818,-1.017,0.882,0.674,0.493,1.708,0.440,-3.154,0.670,0.693,-0.348,-4.124,-3.063,1.494,-10.459,-0.574,-2.379,-0.416,-0.089,3.186,-2.062,3.573,1.593,0.000,-0.000
-36.878,1.782,75.350,152.514,-120.000,-292.981,a_1,-0.815,-0.304,1.649,1.260,-0.283,2.472,0.601,0.010,0.111,0.194,0.161,-5.914,-4.049,1.693,-10.442,-0.505,-3.986,0.149,0.108,3.243,-1.063,3.158,1.687,-0.000,-0.000
230.000,-86.730,-13.191,116.635,19.733,-221.118,a_1,-0.812,0.569,1.865,1.425,0.171,-0.361,-0.165,3.422,-0.822,-1.524,-0.889,2.105,2.798,0.642,7.374,0.703,-8.468,4.907,0.854,2.723,1.549,0.414,-1.613,0.000,-0.000
269.957,70.000,-43.212,-46.563,-87.271,55.459,a_1,-0.809,-1.170,-0.390,-0.298,0.346,0.597,-0.164,-3.587,0.976,1.305,1.515,2.735,2.113,1.760,4.469,-0.638,-3.675,-0.841,0.423,8.251,-5.196,1.237,1.483,0.000,-0.000
230.194,61.235,-13.902,-145.060,-80.000,-299.623,a_1,-0.808,0.001,0.364,0.278,-0.123,-2.559,-0.776,1.761,-0.401,3.757,0.494,-4.114,1.182,1.516,-3.075,-0.695,-1.497,-3.639,0.723,3.264,-9.660,-1.367,1.529,0.000,-0.000
220.813,-30.000,114.921,-15.362,65.579,151.067,a_1,-0.805,0.329,-1.464,-1.118,-0.243,-1.642,-0.517,-4.969,1.545,0.858,0.330,-4.372,-0.801,1.607,-7.927,-0.451,-1.955,0.783,-0.438,4.810,-2.868,-1.909,1.446,0.000,-0.000
204.633,-29.999,119.633,-20.451,88.051,-153.118,a_1,-0.801,0.562,-0.669,-0.511,-0.297,-1.083,-0.311,-4.614,1.433,1.144,0.312,-4.018,-0.281,1.475,-7.821,-0.307,-1.585,0.947,-0.407,4.053,-1.876,-2.386,1.329,-0.000,-0.000
259.727,11.232,145.133,-158.627,-79.999,-228.507,a_1,-0.800,-1.230,-1.255,-0.959,0.493,0.164,-0.212,-2.523,0.994,1.578,1.258,0.631,-5.363,0.735,-7.772,-0.925,0.482,-0.141,0.230,4.389,-8.030,-0.259,1.571,0.000,-0.000
229.546,-30.000,110.680,-10.388,95.995,282.963,a_1,-0.800,-0.077,0.680,0.519,-0.341,-1.885,-0.518,-5.419,1.595,0.717,0.326,-4.914,-0.907,1.667,-8.127,-0.528,-2.163,0.621,-0.447,4.988,-3.305,-1.531,1.503,0.000,-0.000
211.848,-30.000,118.863,37.444,72.448,-345.697,a_1,-0.799,-1.489,-0.608,-0.465,0.522,-1.608,-0.540,-4.785,1.107,0.290,-0.434,-5.463,0.302,1.511,-9.438,-0.287,-1.201,0.526,-0.410,3.075,-1.438,-1.712,1.473,-0.000,-0.000
-19.699,-1.136,101.076,-159.826,-95.000,235.720,a_1,-0.798,-0.596,-0.460,-0.351,0.255,1.873,0.662,-1.501,0.687,0.351,1.058,-2.029,-3.896,1.319,-8.280,-0.782,-4.450,0.038,0.073,3.310,-2.532,3.995,1.400,-0.000,-0.000
-50.000,-60.647,138.263,44.289,124.732,-211.529,a_1,-0.797,-1.021,-0.180,-0.138,0.511,-1.094,-0.510,-2.529,1.111,2.124,-0.255,-2.999,-2.494,1.544,-7.409,-1.022,-1.218,-1.920,-0.676,4.948,-5.790,2.785,1.433,-0.000,-0.000
251.169,0.910,57.682,-150.773,-80.000,64.007,a_1,-0.783,-0.261,0.596,0.455,-0.061,-0.380,-0.331,1.314,-0.233,3.306,1.171,-1.652,-0.773,1.818,-2.813,-0.674,-4.148,0.090,0.067,8.515,-5.589,-0.382,1.369,0.000,-0.000
230.000,-87.257,-18.878,153.708,21.618,294.380,a_1,-0.780,0.313,-0.530,-0.405,-0.047,-0.393,-0.087,5.026,-1.315,0.909,-0.615,1.378,4.087,0.567,8.388,0.505,-8.525,4.543,0.762,3.730,1.014,0.081,-1.672,0.000,-0.000
-83.142,-8.826,118.043,-154.871,-80.000,87.099,a_1,-0.779,-1.287,-0.123,-0.094,0.318,1.257,0.026,-1.160,0.449,2.927,1.302,-0.282,-4.554,1.358,-6.451,-1.031,-3.288,0.007,-0.060,6.023,-6.686,0.926,1.457,0.000,-0.000
203.032,-29.906,143.142,-51.066,56.575,-202.137,a_1,-0.777,0.233,-1.802,-1.377,-0.193,-1.325,-0.395,-4.775,1.408,0.645,0.440,-3.927,-2.256,1.226,-9.361,-0.416,-1.453,0.227,-0.426,2.076,-1.803,-1.756,1.377,0.000,-0.000
220.636,-29.998,120.869,-22.604,76.759,-91.401,a_1,-0.775,0.099,0.513,0.392,-0.333,-2.358,-0.644,-4.993,1.485,-0.128,0.362,-3.910,-1.869,1.530,-7.602,-0.627,-2.419,0.662,-0.459,4.597,-3.903,-2.010,1.394,0.000,-0.000
-86.000,18.285,42.282,-70.000,-156.785,-292.271,a_1,-0.766,0.326,-1.032,-0.788,-0.364,-2.710,-0.908,-4.000,1.269,2.035,1.520,3.114,-0.013,1.945,0.725,-0.188,-1.320,0.398,0.252,10.373,1.015,2.450,1.398,0.000,-0.000
197.213,-29.999,154.275,-72.904,43.084,-200.196,a_1,-0.765,0.250,-1.927,-1.472,-0.202,-1.131,-0.344,-4.315,1.290,0.195,0.602,-2.935,-3.693,1.047,-8.781,-0.437,-1.026,0.258,-0.430,2.070,-1.836,-1.938,1.295,0.000,-0.000
188.462,-29.999,122.531,0.399,96.965,311.752,a_1,-0.764,-0.373,0.404,0.309,-0.037,-0.827,-0.169,-4.211,1.180,0.367,-0.036,-4.408,0.763,1.302,-8.028,-0.215,-1.369,0.701,-0.368,2.624,-0.709,-2.328,1.201,-0.000,-0.000
-50.000,-63.670,150.639,-68.922,-180.000,293.599,a_1,-0.763,-0.665,0.885,0.676,-0.212,-2.291,-0.546,-5.317,1.580,3.899,1.072,-0.830,0.897,1.685,-6.161,-0.483,-0.450,-1.886,-0.880,7.407,-2.339,4.745,1.472,0.000,-0.000
206.255,52.201,124.310,-176.557,-80.000,95.566,a_1,-0.757,-1.433,-0.975,-0.745,0.849,-2.610,-1.052,-2.192,0.662,1.515,1.033,0.377,-3.500,0.371,-8.046,-0.443,3.906,-2.452,0.726,0.144,-7.943,-0.952,1.459,-0.000,-0.000
-36.292,-20.900,104.522,139.895,-119.999,-314.987,a_1,-0.755,-0.216,1.543,1.179,-0.257,2.455,0.605,-0.428,0.210,0.932,0.078,-5.820,-4.670,1.581,-10.980,-0.711,-2.756,-0.470,-0.184,2.931,-3.960,2.734,1.628,-0.000,-0.000
176.378,-23.904,151.951,-30.550,25.173,-231.019,a_1,-0.754,-0.830,-1.321,-1.009,0.493,-2.255,-0.869,-2.703,1.030,-0.018,-0.074,-2.533,-2.536,0.828,-7.846,-0.069,-0.600,0.533,-0.223,1.782,0.100,-2.062,1.080,0.000,-0.000
269.424,-45.000,-74.779,28.411,-115.203,270.094,a_1,-0.753,0.569,1.338,1.023,0.005,0.790,0.236,-0.054,0.044,2.104,0.198,6.809,1.853,0.293,15.859,0.320,0.246,-0.032,0.594,3.169,3.227,0.549,-1.946,0.000,-0.000
-20.324,3.263,90.089,167.373,-120.000,84.693,a_1,-0.752,-1.128,1.344,1.027,0.228,3.001,0.582,-0.724,0.286,0.422,0.545,-4.585,-5.078,1.437,-10.493,-0.652,-4.404,0.190,0.121,2.053,-2.422,2.921,1.557,0.000,-0.000
0.000,80.017,-21.992,-95.365,-77.784,257.817,a_1,-0.751,-0.208,0.428,0.327,0.200,4.077,1.245,-2.189,0.737,-0.473,1.015,-1.501,-0.314,1.489,-4.217,-0.311,-8.310,6.768,0.422,1.164,4.075,3.354,1.478,0.000,-0.000
261.499,-45.000,-66.010,22.033,-109.635,21.149,a_1,-0.744,0.009,-0.321,-0.245,0.013,1.527,0.389,-0.187,0.047,0.473,0.157,7.642,3.017,0.368,15.784,0.209,-1.045,0.153,0.590,3.159,2.108,0.348,-1.936,-0.000,-0.000
-57.220,38.945,6.376,-70.000,-105.446,54.933,a_1,-0.740,-1.001,-0.229,-0.175,0.263,1.084,-0.041,-3.808,1.061,1.344,1.523,3.007,1.050,1.893,1.877,-0.574,-4.998,2.097,0.320,8.752,-0.434,4.584,1.360,0.000,-0.000
-50.000,-89.976,1.577,61.721,180.000,-233.946,a_1,-0.739,-0.240,-2.303,-1.760,0.255,0.497,0.005,0.953,-0.123,5.019,-0.593,2.653,1.377,0.608,7.491,-1.138,6.232,-8.196,0.697,3.497,-0.984,0.240,-1.564,0.000,-0.000
220.375,-29.998,154.434,-45.078,47.587,-143.469,a_1,-0.739,0.258,-0.147,-0.112,-0.138,-3.030,-0.817,-5.085,1.474,-0.641,0.183,-3.293,-4.454,1.149,-9.708,-0.759,-0.995,-0.034,-0.471,1.970,-4.160,-1.493,1.448,-0.000,-0.000
212.938,-30.000,133.690,-33.439,23.533,105.587,a_1,-0.736,0.088,-2.126,-1.624,-0.233,-2.712,-0.825,-4.628,1.396,-0.656,0.329,-2.973,-3.046,1.352,-7.421,-0.668,-2.084,0.633,-0.467,4.034,-4.047,-2.267,1.313,0.000,-0.000
233.346,66.375,-26.997,-76.448,-80.000,-299.528,a_1,-0.734,-1.069,-0.444,-0.339,0.448,-0.573,-0.508,-1.681,0.463,1.892,1.536,1.970,1.012,1.710,3.468,-0.610,-2.729,-4.452,0.498,6.913,-8.104,-1.633,1.381,-0.000,-0.000
0.153,81.627,-55.520,-85.000,-98.483,-57.981,a_1,-0.727,-0.439,0.884,0.675,0.284,2.627,0.890,-2.342,0.652,0.379,1.172,-0.336,1.293,1.561,-1.011,-0.430,-6.639,7.495,0.146,2.583,2.715,5.138,1.319,-0.000,-0.000
218.861,-49.597,-137.847,-75.879,0.000,276.961,a_1,-0.726,-0.553,0.264,0.202,-0.111,-4.444,-1.180,-5.005,1.414,-1.177,-0.112,-0.534,-6.786,0.377,-8.664,-0.752,3.511,-0.998,-0.771,1.635,-2.276,-1.443,1.445,-0.000,-0.000
-12.467,23.049,83.913,-85.000,-180.000,-37.228,a_1,-0.724,-0.777,0.920,0.703,-0.104,-0.284,-0.038,-5.281,1.479,2.312,1.019,-0.163,1.451,1.421,-6.459,0.052,-3.380,2.143,0.319,3.588,7.583,5.770,1.470,0.000,-0.000
230.000,-85.649,-8.850,114.270,16.265,228.398,a_1,-0.723,0.151,1.436,1.097,-0.103,-1.049,-0.268,3.199,-0.743,-1.541,-0.739,2.195,3.581,0.721,8.726,0.580,-8.794,5.191,0.670,5.097,1.506,-0.085,-1.610,-0.000,-0.000
227.718,-30.000,147.179,-31.251,30.796,303.625,a_1,-0.715,-0.542,-0.029,-0.022,-0.252,-4.042,-1.094,-4.859,1.404,-0.987,0.068,-2.222,-4.689,1.223,-7.951,-0.888,-1.419,0.253,-0.473,3.737,-5.362,-1.704,1.383,-0.000,-0.000
267.693,-45.000,-57.349,-11.744,-110.733,-346.145,a_1,-0.715,-0.491,-0.462,-0.353,0.443,0.667,0.122,0.037,-0.162,1.882,0.598,8.573,3.784,0.375,16.212,-0.213,0.625,-0.472,0.557,3.521,0.297,0.112,-1.952,0.000,-0.000
-49.999,-82.442,2.078,23.196,-141.334,99.605,a_1,-0.714,-0.078,-2.357,-1.801,0.020,-0.491,-0.179,-0.508,0.173,5.130,-0.313,4.530,2.651,0.568,7.695,-1.245,5.771,-7.032,0.741,2.613,-1.815,-0.345,-1.499,0.000,-0.000
-49.471,-85.620,0.000,32.979,-167.097,166.943,a_1,-0.714,0.416,-2.078,-1.588,0.182,-0.769,-0.246,-0.014,0.161,5.730,-0.292,3.412,1.845,0.612,7.730,-1.190,6.070,-7.668,0.705,3.336,-1.293,0.131,-1.526,-0.000,-0.000
230.972,-30.000,153.518,-142.214,-12.144,-197.289,a_1,-0.713,0.131,-2.117,-1.618,-0.420,1.000,0.210,-1.498,0.607,1.558,1.482,0.867,-5.303,1.074,-4.992,-0.878,-0.714,0.742,-0.457,6.510,-5.668,-1.962,1.246,0.000,-0.000
252.797,-44.855,-61.895,1.295,-52.215,302.681,a_1,-0.713,0.546,1.298,0.991,0.000,2.588,0.713,0.282,-0.063,-1.020,0.425,7.951,4.526,0.354,15.633,-0.018,-2.444,0.245,0.560,3.114,0.328,0.036,-1.910,0.000,-0.000
-50.000,-78.818,128.032,31.392,-180.000,315.971,a_1,-0.711,-0.321,1.248,0.954,-0.195,1.241,0.380,-5.150,1.488,4.146,0.112,-2.966,-1.408,1.866,-4.684,-0.584,0.144,-2.335,-1.064,7.834,-3.434,4.867,1.393,0.000,-0.000
249.558,-45.000,-69.869,11.565,-66.046,80.162,a_1,-0.710,0.207,-1.110,-0.848,0.000,2.731,0.696,0.576,-0.130,-1.556,0.378,6.984,5.545,0.227,15.430,-0.263,-2.113,0.111,0.519,3.072,-1.164,-0.222,-1.875,-0.000,-0.000
247.937,-45.000,-65.504,5.101,-51.424,-1.514,a_1,-0.709,0.065,0.722,0.552,0.000,2.990,0.796,0.106,-0.030,-1.965,0.425,7.438,4.743,0.350,15.350,0.081,-3.417,0.520,0.567,3.072,0.526,0.063,-1.882,0.000,-0.000
260.356,-45.000,-62.624,3.430,-76.874,-315.815,a_1,-0.708,-0.138,-0.678,-0.518,0.092,1.971,0.478,0.583,-0.173,0.516,0.385,7.624,5.250,0.246,15.419,-0.550,0.018,-0.543,0.500,3.091,-2.045,-0.341,-1.864,-0.000,-0.000
157.888,59.544,155.000,-180.000,-0.001,211.017,a_1,-0.706,-1.311,-0.366,-0.280,0.701,-3.281,-0.733,-2.180,0.963,0.126,0.206,-1.585,0.042,0.353,-3.704,0.278,4.048,-2.810,0.034,0.639,-1.084,-1.120,0.800,0.000,-0.000
-50.000,-82.564,1.761,6.427,-159.160,-270.188,a_1,-0.706,-0.263,-2.350,-1.795,0.254,-1.221,-0.457,-0.794,0.243,6.118,-0.071,4.654,2.642,0.564,7.983,-1.183,6.129,-6.961,0.759,2.625,-1.426,-0.309,-1.549,-0.000,-0.000
-50.000,-90.000,5.950,-72.167,179.998,232.763,a_1,-0.704,-0.468,-0.191,-0.146,0.317,-6.385,-1.611,1.849,-0.380,4.094,0.959,3.421,1.958,0.568,7.198,-1.151,6.352,-7.945,0.758,2.694,-1.178,-0.252,-1.571,0.000,-0.000
-49.999,-89.570,8.885,-52.560,180.000,-57.273,a_1,-0.704,-0.648,-0.967,-0.738,0.283,-5.630,-1.413,0.143,-0.079,5.760,0.784,3.998,2.313,0.560,7.519,-1.085,6.661,-7.758,0.776,2.682,-0.787,-0.225,-1.618,0.000,-0.000
0.000,60.678,-24.684,69.778,81.478,-201.478,a_1,-0.704,-0.027,1.492,1.140,0.049,-0.876,-0.331,-3.848,1.313,-1.188,-0.155,-4.029,-1.752,1.508,-4.801,-0.257,-8.143,5.347,0.419,1.730,5.078,4.188,1.444,0.000,-0.000
-50.000,-85.058,10.038,4.708,-150.217,-254.679,a_1,-0.701,-0.137,-2.436,-1.861,0.204,-0.957,-0.365,-0.690,0.242,5.644,-0.129,4.781,2.883,0.556,7.388,-1.239,5.714,-7.373,0.746,2.581,-1.751,-0.362,-1.504,0.000,-0.000
0.001,74.397,-52.821,89.886,67.412,335.595,a_1,-0.698,-0.810,0.092,0.070,-0.098,-1.596,-0.429,-4.901,1.354,-0.381,-0.215,-5.439,-1.499,1.261,-5.449,-0.293,-8.558,5.972,0.488,0.834,4.265,2.919,1.502,0.000,-0.000
241.207,-45.000,-75.513,3.092,-45.041,65.526,a_1,-0.695,0.062,-0.442,-0.338,0.000,3.861,1.002,0.596,-0.143,-2.642,0.589,6.321,5.838,0.240,15.043,0.001,-3.873,0.678,0.544,3.003,-0.329,-0.088,-1.843,-0.000,-0.000
230.000,-70.482,-27.240,-179.998,31.718,-193.666,a_1,-0.693,-0.071,1.366,1.044,-0.000,2.293,0.601,6.025,-1.561,0.610,-0.133,4.478,2.538,0.675,9.328,0.772,-8.362,3.773,0.828,2.696,1.939,0.475,-1.581,-0.000,-0.000
239.925,-44.999,-78.816,9.933,-49.571,-254.536,a_1,-0.692,0.392,-1.064,-0.813,-0.000,3.772,0.976,0.578,-0.118,-2.975,0.537,6.006,6.050,0.203,14.974,-0.010,-3.831,0.712,0.539,2.988,-0.465,-0.112,-1.834,0.000,-0.000
0.000,65.943,-56.148,-68.648,-97.014,176.492,a_1,-0.689,-0.788,-0.323,-0.247,0.210,3.330,0.826,-1.146,0.762,-0.440,1.227,-1.087,1.176,1.550,-1.044,-0.556,-7.009,5.965,0.111,3.130,1.826,5.671,1.211,0.000,-0.000
-50.000,-84.962,1.786,-115.210,156.745,105.126,a_1,-0.686,0.719,-0.429,-0.327,0.011,-6.186,-1.705,3.803,-0.984,1.978,0.900,3.969,2.297,0.567,7.421,-1.235,5.883,-7.356,0.747,2.585,-1.726,-0.357,-1.507,-0.000,-0.000
-50.000,-89.990,0.078,20.465,180.000,-131.850,a_1,-0.685,0.386,-0.390,-0.298,0.216,-2.714,-0.638,-0.362,0.269,6.370,0.100,2.015,0.954,0.650,7.530,-1.176,5.743,-8.543,0.612,4.355,-1.111,0.746,-1.507,-0.000,-0.000
213.336,-29.979,155.000,-116.708,-0.001,-227.735,a_1,-0.684,0.201,-2.146,-1.639,-0.457,0.194,-0.023,-2.928,0.992,-0.226,1.291,0.607,-5.413,1.004,-4.981,-0.683,-0.250,1.212,-0.458,6.061,-4.741,-2.863,1.167,0.000,-0.000
-58.940,-13.126,83.123,-70.000,-152.135,178.696,a_1,-0.683,0.366,0.696,0.532,-0.236,-1.614,-0.510,-3.638,1.408,2.570,1.366,1.556,0.598,1.836,-2.006,-0.317,-1.932,-0.545,-0.098,10.075,2.216,5.245,1.288,0.000,-0.000
237.525,-45.000,-83.641,-19.508,-33.299,222.673,a_1,-0.683,1.177,-0.361,-0.276,0.001,4.793,1.301,2.114,-0.516,-1.551,0.898,5.564,6.428,0.141,14.842,-0.038,-3.769,0.766,0.529,2.958,-0.762,-0.164,-1.817,-0.000,-0.000
-49.983,-85.780,15.043,-29.788,-157.061,-325.264,a_1,-0.681,-0.688,-1.903,-1.454,0.402,-2.657,-0.821,-1.238,0.221,6.615,0.337,5.293,3.202,0.540,7.582,-1.181,5.941,-7.396,0.760,2.621,-1.378,-0.310,-1.550,0.000,-0.000
-26.064,47.322,14.806,-70.000,-159.173,-356.588,a_1,-0.681,-0.633,-0.211,-0.161,-0.045,-0.897,-0.315,-4.644,1.256,1.834,1.408,2.578,1.016,1.853,-0.082,-0.067,-3.018,4.954,0.365,6.057,7.319,6.671,1.402,0.000,-0.000
210.363,-29.954,155.000,-102.491,2.578,-261.377,a_1,-0.680,-0.030,-2.037,-1.556,-0.439,-0.465,-0.207,-3.526,1.131,-0.787,1.103,0.272,-5.410,0.998,-5.262,-0.672,-0.268,1.182,-0.460,5.656,-4.612,-2.916,1.163,0.000,-0.000
0.000,79.803,-12.214,-67.874,-126.730,82.991,a_1,-0.678,-1.073,0.280,0.214,0.442,3.402,0.561,-4.119,1.220,0.135,1.088,1.508,0.943,1.596,-1.770,-0.183,-7.017,7.970,0.334,2.150,5.780,4.834,1.417,0.000,-0.000
-50.000,-85.131,5.165,-129.481,163.050,-136.818,a_1,-0.678,-0.511,-0.867,-0.662,0.129,-6.127,-1.603,4.563,-1.141,1.404,0.819,4.303,2.526,0.566,7.461,-1.224,5.897,-7.370,0.749,2.607,-1.650,-0.339,-1.516,-0.000,-0.000
-50.000,-86.698,13.007,-50.332,179.999,-286.290,a_1,-0.677,0.038,-2.273,-1.736,0.338,-4.389,-1.332,-0.228,0.049,6.183,0.664,4.874,2.932,0.550,7.466,-1.181,6.026,-7.521,0.759,2.621,-1.373,-0.310,-1.550,0.000,-0.000
-50.000,-85.624,1.967,-93.441,179.984,111.019,a_1,-0.675,0.117,-0.781,-0.596,0.431,-5.564,-1.675,2.618,-0.609,3.375,0.941,3.547,2.162,0.569,6.780,-1.339,5.271,-7.567,0.717,2.504,-2.396,-0.449,-1.415,-0.000,-0.000
232.536,-44.999,-93.421,-9.989,-30.609,-189.071,a_1,-0.673,0.756,-0.931,-0.711,0.001,5.312,1.415,1.904,-0.452,-2.398,0.915,4.671,6.809,0.073,14.404,0.118,-4.151,1.104,0.547,2.887,-0.294,-0.080,-1.776,-0.000,-0.000
221.068,45.000,-100.500,-42.101,-94.043,-236.531,a_1,-0.672,-0.301,0.717,0.548,-0.112,-1.998,-0.785,1.870,-0.141,1.286,1.355,-1.698,1.897,0.818,4.644,-0.080,0.378,-3.288,0.273,8.996,-3.073,-2.530,1.168,-0.000,-0.000
209.459,70.000,-25.707,-68.495,-75.408,169.595,a_1,-0.672,-1.007,-0.857,-0.654,0.516,-2.383,-0.750,-0.035,0.516,2.023,1.447,0.847,0.530,1.574,2.436,-0.533,-0.564,-6.264,0.520,4.894,-9.032,-2.616,1.272,0.000,-0.000
-50.000,-85.505,0.582,-104.459,179.567,102.654,a_1,-0.672,0.071,-0.725,-0.554,0.442,-5.430,-1.650,3.129,-0.771,2.861,0.902,3.351,2.068,0.568,6.627,-1.368,5.103,-7.577,0.708,2.477,-2.589,-0.476,-1.388,-0.000,-0.000
-50.000,-89.999,1.418,23.372,180.000,-124.500,a_1,-0.671,0.394,-0.303,-0.231,0.182,-2.599,-0.599,-0.387,0.271,6.392,0.099,1.953,0.908,0.677,7.651,-1.169,5.643,-8.666,0.574,4.802,-1.020,1.024,-1.494,0.000,-0.000
