q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r,rx_r,ry_r,rz_r
-2.5016579986405625,-0.48562772310422464,-1.9895979945696034,-1.199204218888565,-1.6440075000382688,1.0765393967520276,0.12673800800147886,0.2570934818910071,0.6879110362003299,1.649749092072506,-0.977927864718931,2.136045749649405
-1.132200899848741,0.10126302076635008,-0.15180714837066045,-1.6192143212571155,1.6434158108002856,1.1526444953839081,-0.12779493070642897,-0.03502954523725034,0.958122175126353,-0.7046137272863224,-0.21625269189186813,3.1235733218420356
-1.0895363951442394,0.13951262192412184,-1.2417421769119046,-0.9235061099514992,-0.8513151377141441,-1.03656369422982,-0.3990133549071963,0.3855869312359302,0.7746267119396218,-1.6015986319277795,0.6735386974979778,2.010053844435307
0.3068270772307198,0.8276475992576018,0.38431398079243584,2.071152718433924,-0.4315467381610869,-1.1315866952791178,-0.462055979852766,-0.34613246588688396,0.7212710152519569,-0.3767023225809849,-1.285315977129533,2.6290829773620663
-2.059667244452471,0.05006969787922699,0.5347794630516574,2.7093355499538183,-1.7538283705376159,-2.9029043384417417,-0.1582278524113433,-0.03363264299283789,0.8517431280514853,-0.5725047877796267,-0.28815624158455,2.521902756550433
-1.942718900472052,-0.6449129844034225,0.5061721449927399,-0.9915060655461181,-0.615083593476671,0.7336246056925471,-0.4390137073039997,-0.6168816884828994,0.6630739139099237,-3.0123091933566286,1.0602280867896954,0.1188594379591057
-2.1561550961262896,-0.8060079812377997,-1.3634084340207209,2.629427407025348,-0.8141037681159504,0.19637418496615489,-0.24695355344455183,-0.05241204471191782,0.7040945177493888,1.8066448295458315,0.22732677197035578,-1.5370390369943197
-0.48994354241375593,0.31511550779636743,1.237299754241779,0.29407919428154017,-1.7146674884971898,-0.14905996652561448,0.09541035882507418,-0.19397142317672114,0.9605707976087731,-2.2642494066952734,0.03686824841309155,0.9496971871931112
-1.7824306966123191,0.16000213679669484,0.6848444770913154,0.10568863718808297,1.0944553809239443,-2.0415843678092536,-0.20365588497425913,-0.17205824016602347,1.0304791556314308,1.989319846521041,0.8174743887864744,-2.127891687867783
2.6043358046257494,0.5245761621541303,-2.053519686974191,1.7917179815270319,0.5709442442735084,-1.517975858523621,0.38898045179500557,-0.014835807830919215,0.1792319611087318,-0.5671098322445274,-0.29799004620679703,-2.1323425062229138
-2.6958224168814313,-0.7150215077901119,-1.7587759790505975,0.8850477724720913,0.4499028899329578,0.10434669170626654,0.04282813453395765,0.23097122890417843,0.6951186747376547,-0.3646626417033323,-0.9311496848077698,-0.8198098788966619
0.05320537133923331,0.32664267321327856,-0.6145058550713278,0.9079863522791114,-0.1580180029519329,2.372917176406641,-0.5457235478163698,-0.22458457399615758,0.7902649473323451,2.960269945932345,1.0624860554156426,-1.8868873245454365
1.7841467241527122,-0.4835535636641568,0.3943908838655745,0.37829490463414794,-0.8249574929273094,-2.040233018595388,0.06247579234057575,0.5447229381649566,0.9371207012643731,-1.8024494860947138,0.6889402314823276,-1.0974335496835248
-0.2741693779897241,-0.4186341941720223,-0.33915609441690187,-2.3038367171369387,-0.22183782849569145,0.07166874635876086,0.23792946052160371,-0.26897182106532513,0.899170051358554,-3.0934625200437567,0.805381571497044,-1.3506552052921843
1.5055561050132922,-0.10006224008012754,1.5217393983942,-2.378260842555954,0.32563645333456526,2.271795215623189,0.21390991158111755,0.31693554946746716,0.5518518812709315,-0.7797403030112389,1.2941464542408716,-0.48121148007202996
3.09544937182021,0.022372040064094767,-0.7549748999514045,1.7661215823835588,-0.33903652399466555,-1.4565673357297069,0.3299693431734833,0.17750115017031032,0.799238806029678,3.0150856464572566,-1.0791147856017933,1.9786681663208305
0.07823561664178236,-0.38454403018347394,-0.004419732218366779,2.157011265061049,0.07178378285571352,2.2957705817881497,0.22064414502978802,-0.17915001340021003,0.9312573220663481,-2.9838931546158616,0.928277234609364,-1.4533693065646425
-2.7667220986711336,0.33068485824267513,1.9029101151782664,-1.035993354878928,-1.1157101763353952,-1.4761176949932941,-0.3693474926836962,0.0285552674893838,0.538533329939566,0.5303138091987137,-0.9901453498803695,-0.5871489320321511
-0.7737427132893693,0.9029055441338292,-1.5371672916125645,-0.04594235677723102,1.052090572608539,-1.4904522762594061,-0.6300284583583933,0.384497955589264,0.12069281585963317,-0.6666534947260916,-0.8603942238823317,0.43876894634943286
-1.734788535096897,-0.25849778558788505,0.6092777617220726,-0.5182551837162936,0.6287811240158319,-2.9975683688143873,-0.26695318098827003,-0.48413739198245564,0.8451540044355761,2.5179780133963785,-0.8638801767135736,-2.6685296010757735
1.8015080623960702,-0.21802370618068356,0.30073931769179296,-1.492599803482278,-0.44977677488167966,-1.617744140295007,0.09393442475724656,0.4306975506267699,0.926619679228667,-1.3631037391937566,-0.48273323931824486,-1.1107729510195965
-0.3745498035828141,-0.3345434852126722,0.21010823914901655,-0.28917714757699464,-0.6027910621587851,2.4811344010746166,0.30951428519388186,-0.3207233018997843,1.0283766933463174,1.1581042300196756,-1.1062304200770088,-0.3568352790499107
-2.6627721418961245,-0.283589927050762,-1.553965850794754,0.11224513942244618,-1.2781759774332313,2.989964256115354,0.2423470392104958,0.29774397317776435,0.687089487565887,-0.8819865588888525,0.25461557302003057,-2.9040657367896165
-2.119923790583056,0.8898027600097522,-0.4511625781203208,-2.531847522781027,0.17466326444797176,-2.1102631819992705,0.1583830561092251,0.6325797667299594,0.5767455521415998,1.1121100400930244,-0.15219886179247144,-1.73480081970379
-0.7058154656597391,0.18421096098648415,0.6632287392869389,1.7561223829827264,-0.6308999923662115,-2.330189845492985,-0.13768284474646242,-0.12475816248088166,0.9565590301094228,-0.05494154812220864,0.8361827922681928,2.57239004861552
0.8906870219946579,-0.6393298890595217,-1.473292486889424,-1.4172353768950399,-1.4601220264108778,2.6603897149581353,0.11175416406930097,-0.08722421531842614,0.9188563093434328,2.2673936057528827,-0.4558758557291114,-0.9151922431733502
-0.056312447749736094,-0.8573865988568954,1.2200800986656954,-0.5082780517892171,0.09450562302076704,2.0788774716090708,0.7205293195734546,-0.2366520517645641,0.1910009815811214,-0.1088798308069614,0.5081720543290622,1.6278453426637163
-2.0017766933121393,-0.9495979370455537,-0.05104703636665686,-3.054170556163143,-0.16654349419656156,2.6311924455665987,-0.4276830493861028,-0.4629846088762242,0.5919685720279655,-1.456359726699695,1.288206290501856,2.016495398873036
-1.817873629174957,0.06555382221521433,-1.3157996927326259,-0.16501265590067815,-1.0834798592135821,1.6935007309521173,-0.030381636500001846,0.5483494260165702,0.6878520136226614,1.210452401120087,-0.29496732478585796,-2.618075965647004
1.4449639226251754,-0.9462352532197251,-1.9140358916401694,-0.7882139345987262,-1.206105302792987,-1.5629093387189454,0.15359398280720132,-0.03491708337084531,0.7515502839893661,1.4043816328718406,1.3882387098797926,2.736967601739049
-0.11896698445385834,0.8360396477999377,-1.8410763752043984,1.654619130601629,1.2842035475972104,-0.9605531602978741,-0.4470960575177829,-0.09988791811839266,0.04382483794829428,2.4326553228278964,-0.15468229379485954,-2.6935976677678752
0.4539387083858095,0.4530710227830781,-0.2031921384720552,-2.7658847692106776,-1.0914152606207643,0.6371090834281534,-0.20876556180451522,-0.28338116048379847,0.8751790882951581,-0.694682041833457,0.6731614147613825,-0.22830290269974016
2.3920641509646,-0.07439442114637007,1.175344673996237,-1.2420501462442541,-1.0535448410984078,-0.11449000483446525,-0.2556300088553822,0.4635469320075089,0.6939372082285165,0.3315599292569211,0.20777755459986036,-1.0033990091183675
