q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r,joint
0.5023999999999996,0.0,1.57,0.0,1.57,0.0,0.49364434596933543,0.11713388598044017,0.5693901506842277,1.0
0.5651999999999996,0.0,1.57,0.0,1.57,0.0,0.48532006484884666,0.14788347509942718,0.5693901506842277,1.0
0.6279999999999996,0.0,1.57,0.0,1.57,0.0,0.4750823880117073,0.1780500271088589,0.5693901506842277,1.0
0.6907999999999995,0.0,1.57,0.0,1.57,0.0,0.4629716779494508,0.2075146090496808,0.5693901506842277,1.0
0.7535999999999995,0.0,1.57,0.0,1.57,0.0,0.449035681669541,0.2361610555107306,0.5693901506842277,1.0
0.8163999999999995,0.0,1.57,0.0,1.57,0.0,0.4333293424506937,0.26387642661598465,0.5693901506842277,1.0
0.8791999999999994,0.0,1.57,0.0,1.57,0.0,0.41591458322658154,0.29055145329499005,0.5693901506842277,1.0
0.9419999999999994,0.0,1.57,0.0,1.57,0.0,0.3968600624519424,0.3160809680809841,0.5693901506842277,1.0
1.0047999999999995,0.0,1.57,0.0,1.57,0.0,0.37624090341360017,0.34036431973826187,0.5693901506842277,1.0
1.0675999999999994,0.0,1.57,0.0,1.57,0.0,0.3541383980536,0.3633057700841011,0.5693901506842277,1.0
1.1303999999999994,0.0,1.57,0.0,1.57,0.0,0.3306396864721479,0.38481487144076365,0.5693901506842277,1.0
1.1931999999999994,0.0,1.57,0.0,1.57,0.0,0.30583741337393155,0.40480682322944445,0.5693901506842277,1.0
1.2559999999999993,0.0,1.57,0.0,1.57,0.0,0.27982936281229304,0.42320280630028656,0.5693901506842277,1.0
1.3187999999999993,0.0,1.57,0.0,1.57,0.0,0.25271807267129587,0.43993029368034825,0.5693901506842277,1.0
1.3815999999999993,0.0,1.57,0.0,1.57,0.0,0.22461043040560322,0.4549233365143862,0.5693901506842277,1.0
1.4443999999999992,0.0,1.57,0.0,1.57,0.0,0.19561725163198346,0.4681228240711202,0.5693901506842277,1.0
1.5071999999999992,0.0,1.57,0.0,1.57,0.0,0.1658528432338639,0.47947671678989284,0.5693901506842277,1.0
1.57,-1.04,1.57,0.0,1.57,0.0,0.13551426429525157,0.5918944334175653,-0.04957787656719442,2.0
1.57,-0.9984000000000001,1.57,0.0,1.57,0.0,0.13552121945439982,0.6005140414999891,-0.024767720772420676,2.0
1.57,-0.9568000000000001,1.57,0.0,1.57,0.0,0.13552734825925877,0.6080943877886221,0.0003794427855621507,2.0
1.57,-0.9152000000000001,1.57,0.0,1.57,0.0,0.13553264010509355,0.6146223559311074,0.02582010170699818,2.0
1.57,-0.8736000000000002,1.57,0.0,1.57,0.0,0.1355370858353679,0.620086650515986,0.05151023575403903,2.0
1.57,-0.8320000000000002,1.57,0.0,1.57,0.0,0.1355406777575883,0.6244778166172659,0.07740539301942059,2.0
1.57,-0.7904000000000002,1.57,0.0,1.57,0.0,0.1355434096566143,0.627788256154378,0.10346076684206282,2.0
1.57,-0.7488000000000002,1.57,0.0,1.57,0.0,0.13554527680541237,0.6300122410392152,0.12963127333650332,2.0
1.57,-0.7072000000000003,1.57,0.0,1.57,0.0,0.1355462759732355,0.6311459230875024,0.1558716294020149,2.0
1.57,-0.6656000000000003,1.57,0.0,1.57,0.0,0.13554640543121318,0.6311873406773509,0.18213643107642832,2.0
1.57,-0.6240000000000003,1.57,0.0,1.57,0.0,0.13554566495534293,0.6301364221434724,0.20838023209908169,2.0
1.57,-0.5824000000000004,1.57,0.0,1.57,0.0,0.13554405582687784,0.6279949859011826,0.23455762254696036,2.0
